column_1,column_2,column_3,column_4,column_5
82,38,14,-13,14
92,-36,-15,54,2
95,-29,6,-42,18
68,-2,-34,-53,2
93,6,25,-68,11
93,-33,8,6,15
-48,14,-12,38,19
-73,18,-11,-5,-15
39,-20,20,-69,-3
-12,-29,-34,-80,16
-35,25,-27,25,17
46,19,-2,-31,-20
-59,26,-10,-68,11
95,6,-32,7,-16
-65,-3,22,-48,13
79,8,-23,2,-1
-65,25,-36,-39,13
4,4,11,-36,6
-46,21,-14,48,-7
67,-23,11,4,7
-12,-13,-12,11,11
21,15,-7,24,-2
16,-1,-32,-77,2
65,-1,-36,22,-12
-18,35,-11,-78,-15
36,9,25,-58,9
-85,-37,2,36,5
-70,-12,-30,-4,-12
-83,-36,-34,-70,15
7,-1,-4,16,-17
-35,-6,-4,-50,15
26,25,-9,-38,-6
11,5,23,-12,-13
38,-26,-37,79,-1
-77,10,18,70,11
17,0,-41,18,-7
28,13,3,-64,4
24,-18,-6,-1,-20
-25,33,9,-76,-14
43,-24,-30,-2,-13
-23,-25,-29,57,17
75,24,-2,-69,-4
76,32,28,56,20
93,-20,40,31,13
-5,-24,-16,22,16
51,12,23,55,-15
63,13,23,38,-5
9,33,-27,55,-9
-6,13,-38,-43,-15
-38,18,-5,5,-8
76,11,-33,63,-18
91,-15,-36,-18,-16
17,-13,5,-3,-18
-30,22,14,64,12
-63,-8,-40,16,9
59,-38,-35,50,11
62,15,25,57,12
40,-20,2,65,2
-16,-38,11,-9,-15
-63,27,33,-35,0
-38,-13,35,60,14
-38,32,38,-14,3
-68,-1,5,79,-15
-18,-26,11,31,-8
-97,39,-2,-5,6
85,-24,-10,2,-6
-23,28,-37,-82,1
-40,-17,31,-1,-5
69,25,-5,5,19
43,14,29,77,1
31,34,-34,-66,-19
-16,-34,21,7,1
-19,34,7,82,-6
8,33,-1,-73,10
71,26,2,-9,13
28,-24,-24,19,17
8,8,-19,-2,-18
11,13,9,23,-4
48,33,40,65,17
89,0,13,24,-11
25,6,-37,62,13
76,-23,10,20,-1
29,1,7,-66,-8
-2,27,-38,67,12
-10,-35,-15,34,4
75,15,22,-14,-13
33,23,39,-36,11
90,-10,33,-81,17
-50,-30,-25,56,18
-36,24,-22,-67,-3
62,32,-39,58,-5
80,-4,32,35,18
-26,-31,-29,55,6
-82,7,2,51,3
-5,-14,17,-17,-6
-40,-39,14,12,-15
30,-15,-8,-60,1
57,15,42,43,-14
-45,14,-29,-27,1
85,26,-19,-35,7
79,-31,9,-39,4
-11,-4,-27,-73,-15
-39,-23,-41,18,-15
-28,-14,-14,52,-18
67,-8,37,-76,-17
-43,4,5,7,-14
47,-10,-11,32,-10
-17,-2,30,69,-9
-76,-4,34,15,16
-57,-8,27,-38,16
75,24,42,-25,19
-95,-38,-41,24,-17
72,28,-2,71,14
-68,-30,-2,19,-20
-46,8,-35,-29,14
-46,20,-34,53,-6
57,38,17,73,1
-57,25,-15,-15,5
-9,32,17,64,6
66,-31,9,-7,-2
-92,13,-10,27,-11
37,-3,-17,38,-9
53,-33,33,-64,-6
-89,-11,-24,-34,-19
-62,13,30,41,-8
11,12,-10,-1,-8
-25,22,-36,6,-7
67,-9,36,-56,-19
86,-38,-41,55,-7
-23,-12,-13,44,-9
-83,2,26,29,12
73,-11,-41,69,-12
-56,18,-33,-17,-14
41,-37,-42,74,11
18,22,11,54,5
54,17,19,0,9
-19,-36,-23,68,1
-73,26,-15,-41,-19
-60,-27,-37,32,7
42,35,4,-58,-19
-40,21,-11,-29,15
-63,-10,29,28,-7
36,34,-15,-38,-9
70,33,15,-40,-18
-7,5,-8,-61,15
25,-17,-43,69,16
-55,-8,-38,42,17
72,4,32,-40,-18
74,17,-29,52,7
-98,-18,-5,-4,-4
-20,-4,-21,83,0
60,-20,13,20,-14
-26,37,35,74,15
-21,-12,26,-24,-18
44,-37,2,-65,-18
-82,-8,-18,-17,5
-63,17,-33,-23,14
27,29,3,-27,7
-38,-13,36,21,12
-44,-28,-34,-24,0
-42,26,-23,-61,-12
-20,-26,28,-42,-13
30,16,-39,34,-6
-75,-12,39,-21,-12
82,12,2,-36,-14
-66,23,40,70,18
-4,-37,-19,18,12
-1,-20,25,36,-17
91,7,7,66,-8
41,23,6,-66,-14
11,-18,-8,-61,-10
-50,17,30,-81,3
67,34,-40,49,7
15,15,-14,6,-5
11,24,-38,78,-1
-79,-39,-10,31,-4
40,-22,-35,32,16
27,20,-17,-57,-2
6,-29,10,-21,8
43,19,-18,51,10
-93,-20,-8,-11,11
-23,-20,-6,-75,-1
-29,-7,-42,-64,5
91,33,28,57,-5
82,-36,7,73,-3
47,21,-20,65,13
-25,-27,-8,-53,5
-73,-10,7,25,14
50,1,-32,-22,9
26,31,43,-14,15
-62,-37,-4,6,-18
-21,-32,-18,-80,18
63,-2,-3,-61,14
71,-29,35,-22,7
-82,-24,18,27,12
-53,19,7,-51,4
-72,-22,6,-61,16
27,-14,-38,-35,-1
1,-29,28,12,-15
-10,12,17,-11,-18
10,9,4,-74,-10
84,11,30,-2,13
73,-4,19,-9,-15
84,38,-42,-58,5
0,-37,-26,-29,-16
32,-7,40,72,-13
11,-1,-31,-18,-9
-38,22,-10,-60,3
15,32,5,-57,0
-10,-9,-32,-62,11
18,21,-7,23,-19
-62,-40,40,-49,-19
41,28,5,-23,-12
-92,-40,-17,55,18
78,30,39,69,-11
2,-39,-25,17,12
18,-21,23,0,-2
36,0,-30,15,-4
-31,37,34,-47,-17
32,-31,9,-77,-9
36,22,15,-37,-6
-48,22,23,35,5
5,0,-11,74,-11
16,16,-12,-47,10
88,39,15,50,-1
21,-18,16,39,-1
-16,-7,-32,21,8
-58,-3,-32,78,-15
-20,39,32,25,11
74,-25,-3,-15,-1
47,30,-28,38,1
80,22,-16,-78,-9
-75,30,-18,-52,-9
-33,-10,-12,-7,0
79,-38,-8,73,-12
96,-7,-29,7,-3
91,23,18,71,14
-87,-1,-29,58,3
49,-32,-40,-39,-7
85,-28,36,-61,12
-61,-18,6,-19,-3
82,-27,-24,4,-20
-47,2,-35,-50,16
93,-34,38,-60,11
7,18,12,-48,1
80,-9,38,-28,14
11,-10,28,6,18
8,-22,0,49,-5
-51,-2,-16,19,18
-30,15,35,28,19
-60,-9,-5,-28,13
-56,19,12,-80,18
18,-27,-18,-54,-3
-87,12,-40,61,-8
48,-15,25,1,-2
41,39,4,-2,0
87,28,25,-7,18
85,-4,37,20,19
22,36,-15,-19,-15
-10,-40,15,64,-4
-90,31,39,49,-7
-22,-21,7,69,13
-4,-27,-25,79,-16
89,-19,-18,50,13
26,-39,22,-72,-18
-85,32,-20,-15,12
-8,27,-34,-2,-14
9,-17,-41,81,3
55,35,-6,20,5
-75,-33,-38,-23,18
58,-31,-27,-61,0
30,-26,6,-51,-17
1,18,19,-31,11
88,-17,-9,79,0
-73,-33,-23,53,-11
35,-7,-25,64,9
-80,-15,31,69,-4
-54,-36,42,26,6
95,22,-1,59,-15
-19,-8,-8,24,-1
-47,28,2,50,1
-46,34,33,-33,17
-39,0,5,78,-10
-67,-36,3,-19,3
-97,-15,-32,-32,-6
68,17,-5,-61,-3
71,-26,-42,-21,-2
-3,-17,3,1,-13
-79,34,31,-22,14
44,-28,-34,-27,-13
86,12,-29,17,-19
-7,24,-10,-52,-3
-58,38,4,-36,4
-67,-30,-9,40,-1
-35,34,-29,4,0
-77,5,-22,18,3
-70,-39,-10,54,18
44,4,-7,-33,-17
-41,1,26,73,0
6,-32,-9,-56,15
36,4,-25,-41,-8
10,-38,-8,12,6
-68,13,25,-23,-10
84,11,8,66,-12
-45,-14,6,-15,-3
72,-19,0,-34,20
-98,30,3,34,-20
49,3,-15,2,19
-97,26,9,43,-19
-34,6,-7,12,7
45,23,-34,-67,-9
49,34,-16,79,-17
-61,-11,-27,-31,-5
29,13,-8,-75,-15
72,-33,-15,-32,-11
-48,14,35,-37,-14
-84,22,-21,-6,-8
38,7,-6,77,-12
-75,5,-8,-11,-19
-10,-17,-41,48,-15
64,-14,-38,-69,-19
-16,14,37,46,-1
-86,-6,-36,-43,-19
29,34,-19,81,4
47,-4,20,-11,17
24,-21,-27,34,12
58,-20,-17,30,6
-35,31,14,-61,-5
-85,-18,39,-43,14
53,18,27,-57,-17
-94,-17,33,-54,1
82,-29,11,-59,-3
26,-39,20,-3,0
-67,23,35,-25,3
77,12,36,1,19
83,-37,-20,76,11
-95,-9,-3,-25,14
49,28,11,-3,-5
-75,-22,33,77,-3
-86,5,-39,-64,-2
8,-6,30,35,1
-73,36,1,-78,6
-43,-19,27,2,-10
-41,-31,35,28,16
42,-19,-25,34,-5
16,24,10,-19,8
-61,-12,42,28,14
-90,28,32,35,-9
14,28,-43,35,-15
-77,-32,-17,65,5
-71,30,32,-47,-13
43,-16,-6,18,-3
-37,20,1,-55,0
67,30,24,70,5
-8,23,34,-75,-5
2,23,28,-55,-8
34,-21,38,-43,-11
-49,3,17,57,7
-56,16,0,-1,20
25,-25,-7,30,-3
26,-17,18,50,4
94,36,-17,59,-1
-96,6,-14,51,3
96,36,29,54,1
-15,-33,-18,-25,8
-58,-14,30,49,2
47,-31,42,83,20
41,-11,-28,43,-7
-67,19,-13,-68,-17
-22,16,34,38,6
-62,20,-12,4,20
-83,-32,-42,-59,-14
9,-37,-28,73,2
-61,14,10,-10,11
71,38,33,6,-13
69,-16,9,-50,5
-91,-39,3,18,-17
46,-6,-38,-2,-4
19,30,-11,-25,-3
37,20,-32,69,4
50,19,-25,-74,-15
18,-27,-23,-84,5
18,-38,-27,3,-2
-33,23,-13,-31,12
74,22,-35,-21,13
49,-38,0,-52,18
-76,18,31,-61,-1
50,2,3,-26,6
2,-17,-37,-80,16
-89,0,-15,79,-3
-95,-21,-41,9,13
30,37,23,58,2
84,-29,24,-22,13
74,-11,28,-53,12
-21,23,16,71,-9
-94,27,-22,78,9
84,27,-39,24,-4
67,36,-1,-36,-3
-11,20,-5,-2,-13
-25,-20,41,-33,-9
66,-16,-3,43,-1
34,20,17,-67,-12
-34,25,-24,-56,-10
27,32,3,8,-19
80,-12,24,49,15
6,24,-42,54,9
91,-12,31,-60,20
-24,-17,39,16,3
53,13,-3,57,-3
8,20,13,-24,19
48,30,2,-41,-19
-27,13,-5,48,6
-39,-36,-38,15,-17
28,14,-33,-46,-2
29,7,26,-33,4
-91,-30,21,57,3
-39,-19,39,-10,8
-21,-22,-28,18,-2
-94,-15,10,-69,18
-70,-18,-23,18,-9
-64,32,-28,-73,-5
-95,14,11,-52,-1
-27,7,-24,-52,-15
87,3,37,5,17
62,-19,22,54,15
-44,39,-3,13,0
62,21,26,47,8
-77,34,-15,53,-1
-81,4,25,-57,15
49,33,-17,18,14
-47,15,11,-80,15
-71,17,7,-59,4
-12,27,-17,-8,9
86,0,41,83,-1
-28,-10,-19,25,8
-68,10,-4,3,10
95,40,26,-35,-10
8,13,38,46,-13
5,-16,-27,81,-12
17,-19,35,-25,10
79,-3,36,-18,11
2,-5,19,-23,-5
-57,27,31,-2,18
46,-28,-17,77,-9
78,12,18,-30,1
-51,37,-27,26,-2
71,1,18,-50,13
96,-29,-2,-80,-12
-1,17,8,46,-16
-98,-5,30,-37,-13
-39,3,35,-33,-17
40,35,-38,84,17
95,-29,32,5,-10
65,-31,-29,31,5
5,35,6,-70,7
-41,22,32,33,15
-77,-11,-39,-61,5
58,1,6,78,6
-13,-10,13,-55,6
-84,-35,-5,-5,-9
84,-17,27,74,-15
22,13,-9,48,15
22,15,-14,67,-10
53,20,34,-37,4
68,40,-26,-15,15
-64,34,10,65,-2
58,24,13,2,19
-71,14,-2,70,9
85,-21,-33,-68,-15
95,36,37,-51,-8
-98,-27,-7,-5,19
-57,17,-17,23,-8
18,-2,-22,18,-3
-35,-37,8,19,17
-13,-21,-39,60,14
-51,-4,-33,62,7
-13,33,-32,52,-3
56,-36,1,-28,-18
75,27,22,-46,20
-85,-37,13,-74,9
-95,-2,-15,1,-3
-80,28,28,-58,12
-70,-8,2,-16,-14
-64,12,15,8,12
42,-38,-8,36,11
28,0,17,73,6
-73,-23,-1,-59,-16
56,-24,2,-14,19
-55,-4,-2,-40,-6
-39,-1,23,-48,15
-23,-27,-36,12,4
-46,9,26,-41,-6
74,-35,13,-58,-8
26,16,30,-55,17
84,-11,37,22,-19
33,3,-4,-12,-9
31,-32,-13,72,-7
27,-35,28,-2,-20
-11,-38,13,-71,16
91,22,4,84,-19
79,25,39,-77,-8
54,36,-2,50,-11
-64,14,-33,43,7
10,3,-22,61,-10
-77,20,-22,-69,7
-20,18,-13,16,19
-15,-9,-12,24,5
-85,4,29,-58,4
21,25,-29,-27,-9
18,-28,-14,81,4
-43,10,24,31,-7
-92,18,-11,13,18
51,3,-36,-58,12
72,30,19,-59,-5
-45,-17,14,28,18
-89,-30,12,-73,-19
15,-36,-6,-69,14
-31,1,43,70,-15
-18,18,-31,-15,18
-13,27,-11,33,-8
94,-2,37,-26,20
16,-17,-34,68,17
18,23,30,-51,20
-87,-32,24,40,0
-69,-25,-4,-7,14
82,-9,-40,-78,4
54,-5,-24,24,20
-73,17,-34,-30,17
-84,14,4,-31,-12
22,16,-24,-1,4
43,28,24,-83,11
-56,-31,8,60,-14
-22,25,-39,-4,11
85,16,37,49,17
-10,25,-4,-84,-14
-25,-36,28,26,-14
-50,27,-1,-19,2
87,13,-27,-52,-12
-1,-20,9,-5,-6
-26,-14,16,81,18
-7,-32,29,-82,-15
-82,-16,4,-43,4
-97,7,-26,-74,0
72,-15,-22,43,19
-49,22,-33,82,-3
-27,-5,2,67,3
-40,26,-29,-82,4
88,-23,39,50,5
-25,-38,41,69,-6
-85,-10,-23,-24,-18
13,-11,14,59,3
-35,0,-23,-40,-11
-9,-10,-33,36,8
38,-16,-35,75,2
76,37,31,-79,17
-28,-4,18,-11,-13
14,8,-33,80,-1
27,-25,2,13,-12
-63,14,36,29,-11
62,-14,-34,66,-5
66,35,27,-14,5
95,28,-17,-61,-2
19,2,-39,-41,-15
72,14,-22,33,-2
-22,35,41,72,-15
-27,-15,-30,-60,-5
-47,-27,0,-61,5
-87,11,-37,48,4
64,-6,-12,-25,12
49,15,19,9,-4
75,26,-25,-20,1
6,-36,11,44,-17
12,-35,-40,-5,13
-12,-21,5,-33,-8
67,25,41,40,7
-50,8,20,0,12
89,27,-19,76,-13
8,-21,11,45,-12
0,23,-32,39,18
48,-9,9,7,17
-1,14,21,-1,-6
-50,37,-27,67,10
21,-5,27,-4,0
-52,-17,-36,74,-6
-94,4,-19,17,-15
-79,-28,-18,23,-13
89,38,11,-75,-2
-84,23,-30,-2,18
96,6,15,63,-15
-96,30,-11,-72,-4
88,29,19,12,-10
-89,4,-1,75,-12
-49,-4,-16,-25,19
67,-37,0,3,-14
-31,-2,-17,48,-6
5,20,-14,-82,-16
15,17,20,67,-16
-25,-9,22,-18,12
-42,30,-18,-30,-18
-15,26,8,11,0
28,-27,-15,-82,18
53,10,-19,-47,-4
80,-7,32,39,-14
91,17,21,-66,2
70,30,3,35,-16
-42,25,-37,-34,0
-58,15,40,-62,16
97,8,-7,-59,19
72,-2,22,6,-9
38,-38,13,16,-6
32,-38,24,48,-13
-64,26,28,-51,9
-76,-5,-14,62,-13
56,2,9,63,14
70,33,42,-59,2
-41,36,32,35,9
-34,6,-36,81,-11
28,-12,-19,35,0
-64,0,42,15,7
-1,15,-31,2,15
13,9,-30,-42,6
85,8,7,-74,-12
91,40,-8,20,-5
59,-17,-28,-28,-17
-30,21,-10,22,-5
53,32,-41,-62,1
-66,11,25,40,2
-87,15,-4,12,15
-51,-11,39,-36,9
56,-32,2,15,-6
24,-3,20,37,0
-90,3,14,65,18
26,-15,28,-41,-11
-20,11,15,34,-14
77,39,8,-25,11
-88,-36,-2,-46,-16
7,33,37,-81,-20
69,32,-20,17,-1
76,-25,-37,40,19
-53,21,28,-65,8
0,38,-11,-6,14
92,-35,-24,-38,13
-62,30,-41,45,-12
-48,-28,-7,60,15
-33,30,0,-69,-8
45,-22,-1,-42,-11
69,-31,-32,-83,15
39,40,10,80,-7
64,-34,7,17,7
57,4,33,-59,-4
23,26,-34,-28,13
-98,29,-21,-56,-7
-11,31,29,-33,16
30,-10,-2,-57,14
44,-1,18,-32,3
-27,0,38,64,6
-23,-34,-25,-3,-7
49,-22,-17,51,-13
97,0,32,5,18
-96,-33,23,12,-12
-26,36,1,42,-6
-31,18,-7,-30,7
63,-22,-6,46,-15
-96,18,-1,-48,-14
-7,29,25,-55,13
12,9,15,-62,-19
-61,-32,-31,-76,13
-14,15,30,-3,-18
4,-19,-25,12,17
-86,12,-34,-63,-11
-28,3,-16,-8,10
93,15,-32,-40,13
52,-2,-26,-57,6
80,32,-35,43,16
39,-17,-29,-15,3
-6,32,12,24,4
-90,36,-20,-55,-14
-82,-33,25,9,-8
10,-11,16,42,-17
77,-19,-43,-73,-18
56,-1,0,37,-14
51,35,19,19,15
49,6,-5,7,-19
-93,-11,20,0,12
71,22,-5,52,9
58,34,-26,-24,-6
2,-24,30,9,5
2,17,39,37,-3
79,33,-40,-66,5
26,-31,9,-20,8
-30,1,-30,59,-7
45,-7,-10,36,-9
-11,17,41,24,19
-55,-26,24,-41,-4
7,-6,29,16,-14
16,-25,11,10,12
-80,29,-12,10,18
51,-18,22,23,2
-77,-25,38,-30,19
-43,-12,-29,44,-20
-11,34,-3,77,15
-86,-25,-32,-15,11
-20,-7,-6,-54,-9
16,-4,-3,-66,-7
24,-21,5,-59,-8
31,-27,-16,55,-14
62,-36,39,-17,-10
-38,-9,13,-11,-9
11,-21,34,-38,-12
-87,30,-16,-13,-18
-94,33,-33,-78,-6
-65,-12,13,-48,-7
-30,-22,-8,-67,0
71,-36,-39,-36,10
81,2,-41,-58,-9
-62,16,-7,-44,7
-66,28,-1,28,0
76,23,29,44,3
-29,18,-2,-51,-10
-62,-25,-26,12,12
34,29,-4,70,-18
-67,16,27,-59,9
-39,-7,-21,-55,12
-55,39,41,-43,-3
-30,26,-4,6,-15
49,15,28,29,-11
80,-14,-23,49,3
45,-36,-32,-40,5
3,8,-27,55,9
-81,-19,-22,31,-14
-3,-36,-18,-32,17
40,33,27,-2,18
10,-7,-21,-5,-6
-16,36,10,15,-18
45,-38,29,-77,6
86,-12,21,-24,6
74,-12,9,-38,8
33,-35,-20,43,2
71,-30,7,61,11
13,-35,-30,-43,-9
-17,-40,27,60,-17
-27,-23,-19,-38,-4
46,36,-19,1,11
10,-19,-16,-20,-14
56,33,21,72,-6
-96,34,-32,-25,-17
-20,-12,1,74,-1
-39,-18,-27,-21,3
53,5,2,18,-18
-68,-27,31,-12,10
-88,-29,33,-50,6
97,8,14,39,4
36,-14,-18,-10,0
-74,-17,16,44,8
-30,-10,-3,40,-18
-19,36,38,-56,-7
-55,35,32,16,-5
-90,-24,-27,78,7
-78,-40,-30,22,-14
79,-36,40,23,-1
18,-29,-2,55,1
75,-3,1,61,-8
64,2,6,-12,-16
-95,-15,42,-64,-19
65,-28,-12,23,5
-6,-6,7,-3,8
-97,7,36,59,3
1,-32,-26,-78,15
86,36,7,-40,-20
-86,24,1,8,1
34,3,38,41,9
44,8,-18,8,11
-30,-21,17,83,-2
83,-12,1,-3,-17
-75,-12,8,-83,1
40,-20,24,27,-4
-96,-7,-18,1,-20
-38,-20,-14,33,12
-31,-32,-6,81,12
-32,30,31,-32,-6
83,-20,14,-62,-4
26,-36,-1,-60,15
73,-25,23,22,-11
21,17,21,-10,9
94,-31,30,42,-5
36,2,24,17,-4
-60,5,35,79,-20
-53,17,37,73,6
-56,23,-32,-60,-20
-57,-39,-10,-63,13
12,16,-8,-39,6
90,-6,-25,41,-8
-31,-13,-26,-24,-15
89,-8,-30,-1,15
-78,17,-8,36,4
-20,12,-27,12,15
16,28,-15,-34,8
70,-39,40,11,14
55,-11,-29,-6,7
-21,-29,-8,-60,10
92,38,-2,52,5
88,-6,-1,-63,-17
-11,-33,-31,-49,3
-26,30,4,-52,16
3,-20,37,82,15
-82,3,-16,-46,-12
-74,-16,-23,-59,17
93,22,-20,24,-1
32,3,-17,-4,11
-64,-35,21,82,-4
31,-9,41,3,-9
-12,12,16,53,3
24,32,8,-12,2
-18,-31,-26,18,12
59,23,39,-70,13
53,30,8,58,-13
67,13,-23,45,-17
-78,9,42,-17,12
16,6,-9,24,5
72,18,-32,59,2
55,-36,35,-34,-17
-13,-24,-5,-18,11
8,-19,17,-14,15
-8,-6,-7,-46,-5
-37,3,-2,69,-9
25,7,14,40,-16
1,-20,-1,-10,0
30,-7,11,7,19
-77,-18,10,-68,5
31,-36,-18,24,11
-77,-9,-35,46,-20
8,-8,-29,-84,11
31,2,16,18,7
75,-40,32,68,-1
12,30,35,20,16
-65,-9,36,66,18
-82,-37,21,18,-1
1,-3,25,53,5
-97,-26,9,-9,5
57,-15,-6,-75,-2
-63,-8,7,-24,10
36,-10,41,73,-5
-6,15,-10,52,8
-23,8,-5,27,-1
15,18,-30,-21,2
-94,36,41,-49,-3
91,-11,-25,53,2
38,19,22,-68,3
31,-29,-31,11,16
61,29,-13,67,-16
7,-38,38,84,-7
98,16,32,71,7
97,-32,34,13,4
10,-8,3,-83,14
86,-9,13,35,-5
-11,-4,12,18,-16
62,-37,25,39,5
-14,11,-41,-51,-12
-60,-13,-28,-28,-19
-15,2,20,43,15
67,3,12,-28,-11
47,-19,-42,25,17
-81,-20,5,-83,20
1,33,40,-58,-13
-7,-13,-28,-2,7
-41,-25,7,4,8
23,-19,-10,-70,-6
-6,-15,-12,-50,18
-38,30,36,40,1
-51,-36,-23,-72,16
75,5,12,-69,-16
-6,-14,7,45,12
-10,39,-36,48,11
-87,2,-6,12,-11
-58,-3,-28,67,15
-73,12,-32,-72,7
-55,-40,-5,-56,8
67,-21,-5,-23,-10
