column_1,column_2,column_3,column_4,column_5
-1444,-3001,1859,-1925,-6315
-2336,-647,-2010,4909,8457
-180,5985,-1866,-1151,-1262
-1292,625,-1169,-5526,1378
-2251,1427,-560,420,-3014
-294,8182,922,2267,5171
-1477,5462,-934,2480,-6769
1319,3245,480,2463,4623
856,-4822,-1958,5059,-7220
-1464,-5907,256,3443,-4269
-1454,-1012,-1696,2256,-5770
889,7878,1727,-698,-2652
1085,-2143,-1121,-4950,4423
1919,-4115,1286,3259,2849
-902,-7864,141,4929,-5996
1215,-1364,-1490,-2111,3656
2371,2410,1154,438,-3169
-46,-864,-1862,238,2690
-438,4415,40,-2968,-4604
-976,6164,1976,4902,-3676
-1109,2003,1966,-4471,-5116
998,6441,1898,142,-794
1785,3078,871,5462,4408
1354,-8338,665,-1839,6179
1524,7191,-1654,-4749,5184
-215,7122,297,-900,-3613
275,-1976,1154,5012,2678
288,-1490,-1785,-4443,1347
-1204,1954,-1736,1370,-8206
-336,-2566,-844,-4022,8101
953,1042,1471,3175,-4064
1002,-1652,-293,2496,-2503
466,5296,289,-1105,762
104,5536,-157,566,1090
-2183,-1603,2025,-5694,-2076
-2010,6620,-1482,-1402,-4809
-2186,3627,1269,4487,6644
758,7617,-1489,2425,1333
325,4273,-93,4283,2492
-2340,-3522,2058,-1017,1015
-976,-2462,71,2651,7907
-1429,-2420,-1920,421,259
32,6991,-2144,3552,4241
-769,3637,-1327,-1779,-6934
1414,-241,-228,1418,3005
-735,8625,-593,4580,-1610
-1963,-7727,224,3395,3488
2372,-6055,-970,3353,7182
2346,4333,-2136,-430,-1781
-1139,4881,-288,1332,7312
-1843,-6260,-1192,1404,-5525
2045,6352,2230,-2093,-8515
95,5921,645,2181,539
2163,7113,-538,-4064,-6103
-716,883,-2388,930,683
-2025,8458,-1793,1679,-2367
-643,458,2266,-2133,2305
150,2344,1396,5176,8190
1923,-6200,2046,1106,6744
2066,5049,-1285,-5584,-6081
1634,-6223,1206,4485,4888
463,1804,-763,3925,1797
2171,-4413,-835,-1700,6398
-2209,7884,1720,-3617,-460
-222,8082,-1893,2569,6652
1815,-6423,1074,576,-577
-744,-2757,-172,2176,6632
1220,-4733,2192,-1949,4083
-796,-1308,-1408,4475,4395
-2346,-7723,-1933,-3120,-8168
-2195,-7934,1952,-667,809
1324,-5843,-1157,-2534,-8415
-903,-3829,-453,5662,67
105,-4418,-114,431,1196
-8,-8633,-940,5638,6923
-2355,3833,870,5382,3032
-1715,23,-361,-1176,1499
-2287,-8290,44,-1345,-2353
1626,3688,-1168,-4213,-6896
2261,-5932,793,5026,-6918
2366,487,-1611,-1328,-4906
-551,2196,1150,3110,2282
406,-5116,-2345,459,6912
-1532,1532,-1574,3960,1436
-1019,5393,2377,-1032,-376
1910,2870,-907,-4186,-3951
-2191,-8413,-50,1353,-8090
-276,7294,-2201,313,-2312
1668,8611,2239,-5177,8406
-336,3620,304,-4975,-8126
1089,7966,-1020,-3131,-3206
-2167,7039,2356,-2653,2568
-379,3302,-2259,1283,4228
-1368,3012,-795,4755,8444
447,7248,-2324,-4297,-6274
255,-1229,-977,-457,6099
-776,-4346,2364,-4481,-1259
-1659,1152,409,999,-8415
-2214,-189,-1428,-3560,6920
1900,1450,-226,1268,-4817
-1026,4031,-1711,3009,4173
-1056,-2792,2387,8,-6842
-1364,2415,-624,1597,4832
829,2162,-1975,3428,1729
296,-4073,674,-1222,-7054
-2113,-955,449,-277,6283
880,-7934,2201,-3227,5874
24,2327,1265,3086,-2106
477,-8452,-1727,4482,4746
-2217,-166,1010,5181,-3943
-487,6908,2110,3378,-1358
-2141,-3223,-789,-5285,-2786
1500,8130,-1240,2711,6214
-2296,-3860,-1027,5184,2343
2018,-6653,1304,4726,-2293
1946,6637,-58,-471,-1520
147,-6333,1045,5570,-7244
-1970,4888,1937,-3187,-4157
1661,-7779,-1139,370,3850
192,-3851,1453,-976,-282
509,-8339,-1970,-70,-6623
1476,-3885,604,-3547,-4641
-2316,-4651,1114,1135,7687
-997,442,-1347,2643,-3401
1316,-122,1199,-744,-6270
-1482,7197,1681,2152,7410
-1464,-7791,-2256,4077,1612
-1585,-1762,-395,5406,7231
1450,-4230,389,-1469,-3898
-983,-3309,914,-5364,-5932
1937,4353,1646,-5762,-3459
1155,6732,-2044,-3350,-3983
-1535,1562,1020,2022,-7355
536,2290,-501,-4517,-874
-182,5738,-2364,3875,-7365
-2029,5815,-426,5513,-5064
-233,-872,-1306,-1383,-6444
-741,-2419,1774,3559,7411
268,2873,1872,-1729,5754
-104,1585,2247,2860,-6418
-953,-831,2280,3190,4531
-497,-6671,-316,-153,6065
-892,-599,-222,956,8436
-2386,-4922,1875,-1307,4367
-1336,1478,2092,-4849,-8178
120,-8087,551,-2252,853
-82,-4886,-171,-733,7015
506,-3359,2150,-4343,1194
-520,-684,2264,-460,7652
878,6429,-659,-3857,-8065
-1357,6989,875,-3271,-1830
-1595,2240,-29,-3605,2155
-2355,6429,944,901,-2100
117,-4713,-169,4348,5034
-2124,-2741,1898,4036,-7810
941,-5696,-163,-3697,6792
-647,-3012,319,-5083,7438
130,3081,-1570,4591,-3535
-2267,-5629,1101,5258,6316
-84,2022,464,-1961,2580
435,-5114,-1096,269,-3099
-587,-6283,-2079,-1806,7862
446,765,56,4390,-1507
1271,6326,1006,-4462,-578
630,-5769,371,2099,7298
-994,6620,2269,4320,-7035
-1661,7075,-201,4396,2514
1558,2575,479,3807,1654
296,-2283,590,-4186,2757
551,7500,-1319,5231,8305
148,-6372,90,3019,4217
-830,1036,1222,2962,-8154
-378,1258,1836,-79,-7716
-365,2742,-1752,-1617,-6012
1733,6589,-1055,-973,-3851
-113,-4521,-240,-4270,-6295
-1989,4357,-1963,-5482,-5535
-1739,3353,2011,-162,-4077
-2110,-2537,-1445,-5130,7147
-1701,-3815,-665,-5219,4918
2275,590,2176,-3136,4145
-427,-273,-520,-2730,6626
-1126,6297,-820,3307,2687
-1483,6715,-1787,455,-8371
204,-3365,-1992,2759,-7996
334,-2793,475,-4362,-1625
2381,8230,1723,717,-2341
-1812,1793,-54,1336,3545
-1370,-8223,1205,-4797,5570
-2066,-3245,924,-2616,-4678
53,4301,508,-2154,165
1536,-2226,1038,-54,-2356
2104,1348,-779,265,-8470
-307,6412,-686,-4563,1222
-484,-7913,235,-3024,2044
574,8557,-685,-2587,-8435
2322,-7835,-494,1504,-7570
2361,-8489,-60,3025,3236
565,-3505,-1160,809,-6499
89,-4366,-557,828,-3692
664,1459,2041,-1856,-2971
2168,2320,941,-192,5257
-1526,-857,659,-1643,3904
395,1356,787,4414,7482
-1546,-2310,-539,1496,-6444
665,-3187,-362,-4704,-4443
2258,-8382,1792,5441,-2141
-2372,6205,1649,114,5813
-1786,-5809,-59,-5038,5328
-2184,8114,-243,-1989,-4702
-759,-6273,-1997,-1145,-299
521,3350,799,4244,609
-368,-7947,-1025,-5722,-2539
2018,1112,1335,-1218,1471
-501,-74,2321,-1937,7376
1545,-296,-971,3678,716
-1803,-2796,88,1133,-309
2115,-5792,-365,877,5607
-448,-7592,-1826,-3276,1532
1973,112,-1809,-1604,-8185
665,5539,1635,4941,6839
1919,-8071,910,1171,-7048
273,5904,-1864,481,-2582
1836,-6440,-2344,-3447,6695
-638,-1835,-393,2265,-1984
-1033,1006,2373,-330,5381
765,4011,699,-4601,-2085
890,6516,458,-713,4094
-213,-4095,43,1237,-6151
-193,1939,-2142,-817,-3075
-902,6688,1035,-4697,2423
183,-2813,-471,5253,2263
-93,6536,-1170,-4853,1244
2323,5072,397,2805,1235
-309,1416,972,3319,5565
468,396,1853,-307,-829
-1380,6213,-440,-1567,2630
-1831,6625,-976,-2689,1833
-1510,-6270,1795,4869,-6805
-377,8566,2207,1943,6787
-2168,-2239,-1492,1078,3061
2256,6339,-1031,3387,-6191
582,-7757,-566,-5079,354
1673,6727,279,-460,6586
1053,4234,-1816,-2290,6786
577,8366,-152,-1519,-440
-1718,-1541,-1717,-1130,4704
-391,1382,-2361,-4430,7871
805,-7634,-1313,4085,3502
-696,1017,2177,-432,-2766
-393,-1070,-665,-4927,4721
-1761,-8177,1564,4738,5237
1100,7176,1863,-1722,-3411
-1793,-1762,970,-2325,502
1468,-5800,-858,3009,4519
1131,1494,1634,5131,3790
-1854,5313,-2397,-3913,5790
580,1176,1416,1226,-1304
-568,-2963,-28,4107,-2927
-1770,6352,-1474,1965,5492
886,-6866,1372,2850,1413
2293,6573,840,5029,4748
-1149,540,-2319,-992,-1973
-1452,-2835,-257,-5535,-3703
1922,-4914,1624,4802,-754
-1172,5425,1654,41,2310
2070,15,-1914,2038,2657
-33,-1281,2260,-2474,791
2242,1346,203,73,-4688
-1059,-7993,-1783,2593,-616
665,-766,-1873,-40,-3081
-2129,-172,-823,3468,2173
2343,8117,-62,-1947,3635
550,-7904,-365,272,2779
888,-6680,-1254,5780,-6397
1874,372,-1106,-2281,-1121
54,-1726,1038,913,7413
-555,3638,-752,-1606,95
387,-2894,-1604,1653,-8260
-2365,-1820,-1401,1835,-6655
2376,6906,-77,4905,2239
552,4208,442,-3056,-5901
-2053,-6278,-2379,467,-197
-632,6510,-1067,2756,3093
-2319,-7375,2091,4848,8288
-23,-5343,34,-653,-2940
-1716,-7991,-48,3698,-5602
432,1959,-771,-4050,6357
-1797,-7252,1121,1864,-8261
52,5106,-921,2572,-5964
-118,3040,1012,-279,-4841
2284,1339,182,4807,1244
447,-7445,-282,126,-7674
-1818,-1498,-2390,5598,-4705
2186,873,-102,-2519,5492
-1987,8609,-917,-1003,3502
927,6846,2376,4949,5578
-66,-781,231,-5364,-2660
2204,-7974,-2063,5309,-7121
913,-6472,-2329,-495,-7039
-1871,-8478,2243,2895,2028
2217,-2238,-956,-466,4826
1882,7967,-665,-3819,8435
784,-5426,1740,-2452,4750
-2199,-1760,799,3707,4276
-1807,-8146,-1318,-3447,-1604
1604,960,-2156,-4155,-7430
-73,7122,1310,3683,-4273
-508,2519,-783,2212,2782
-2302,2892,936,1553,-3131
1574,7645,-2265,-1974,-4656
-1089,2052,-1984,-2517,-1739
948,4101,-1829,-2160,-3405
546,6791,1004,-1698,-8076
-151,4226,-2041,-5623,6785
939,-4710,790,420,-3099
448,4305,1074,-1847,6209
1711,-4850,-193,292,5741
-437,-5435,1686,1937,-2029
-636,2515,-783,4577,4068
-1538,1325,1995,1225,8164
990,-3921,2238,-368,-5726
-2190,8117,-1892,-586,2684
-1916,-4808,-2369,4121,3796
-619,-3735,-123,5362,3871
2073,-2316,-584,733,415
-556,-5863,-182,4845,-3563
-2025,-5581,-905,856,-4222
-1800,5652,-125,142,-1416
1183,3429,412,-1168,4923
-1202,-7046,-808,4750,-624
-743,8065,1581,3246,8313
-841,3532,979,7,7366
-136,1250,-2104,1020,4263
-1537,5602,2148,-3045,-2995
-2365,2210,-944,5704,1969
569,-5275,-1337,3873,-1766
2393,6762,-602,-109,-5351
2053,2054,-1976,5139,-877
-944,-6798,947,5521,5781
-143,4792,-1627,3593,-7289
-694,8123,1882,-3985,-6772
191,7142,1598,-1402,1681
1786,8091,-2145,-5165,6558
1569,6453,-942,-1711,-207
1705,2144,-135,-2121,-7253
-40,-5136,-2356,-1488,-2113
248,717,25,5249,5287
-2375,-2078,-1600,2370,2034
-325,-1718,-1017,5367,7325
-728,3388,-1706,-2843,6030
-76,1453,-1378,-3286,8075
-917,-4702,1993,156,-3707
2117,-1101,-1215,-1452,1082
158,5209,1876,-3904,-6443
-835,1227,329,1428,7810
-552,-6572,1799,4615,6841
1477,-5127,-682,-5088,5369
-1829,-7063,-1475,574,-3794
-2162,3596,-749,4333,-736
854,-5031,903,-4470,-6884
919,-4820,-410,-9,4827
-479,-5586,1228,-2319,4103
-1318,-1317,2240,888,-7940
2384,6359,2313,-4427,-5564
1626,1190,1100,998,-5939
2067,-5626,2206,3792,-1100
-639,6656,800,-2982,2320
-2127,-8673,1786,627,-2996
145,4542,-129,-2043,-6467
-1765,-6324,-317,-2776,5029
-617,-4046,-525,-2208,-4813
-1005,1176,-958,-4126,479
-1025,-6200,2195,4205,-7958
-2368,-6836,-385,3172,7170
-341,-5700,1495,929,-2095
1471,-673,-88,270,2236
1629,4351,1246,5373,1748
-360,-4065,-523,4757,-1805
-271,-8000,-1548,2786,2767
744,-2663,-96,334,2651
1764,1906,-2200,-5267,2457
-2133,5455,-1728,1528,6233
159,6858,121,-2046,1096
-2198,3072,1885,-786,-6664
-1376,-996,517,-1839,-5879
1622,-1864,573,-4947,-3292
-1461,-4856,1582,2441,-1142
225,542,-2119,4478,-3060
23,6992,1474,4586,6
-1921,7100,-2350,1026,463
2384,-6490,795,-3113,7273
-792,154,-612,-2919,4562
718,250,746,-2848,6868
1022,6720,2386,1865,-2118
-1979,-6973,-1417,4037,1747
1013,7205,2305,-3776,1268
-2184,-4497,-2320,4798,-491
237,-1743,433,-431,-7342
128,-2931,2210,-457,-8335
-1083,1285,-478,-1600,-3599
946,-3989,2038,-5402,-7704
-1534,-6519,-742,260,3654
1794,-2774,1528,3604,-6629
345,-4614,189,4203,-4221
572,7392,-905,-2214,434
2070,5237,-2161,-5454,-5055
-1075,4149,-1070,-3356,3025
1767,-7270,2141,4155,4364
-728,8626,2161,2426,7261
-1682,-635,-1181,4197,-1436
-1049,1906,-1953,4937,-4814
1983,-4810,954,-1611,-6497
1957,503,1561,-1617,978
-1204,4804,-1185,108,1189
-1164,3487,267,-2938,3512
-1035,6238,-2210,-1226,1912
903,216,1284,-4225,-2535
-1125,1549,-1121,573,5861
-1861,4973,1684,-432,-7386
-2036,549,-572,2255,4499
2320,-4660,2314,-4245,3431
330,2658,-90,3521,-1208
179,7623,1223,1318,3019
971,5259,-1133,1835,6874
1785,985,-895,661,-5238
2007,8178,-761,-241,-762
-1250,1855,742,-3674,2967
1953,-156,-2045,-2473,-6929
2225,2553,-1146,-5182,4984
781,-529,1035,511,-2619
1420,-1723,2304,1737,3294
1637,418,-683,-325,-3527
-859,-4477,-772,815,4314
-1480,7500,34,-101,6040
1454,3053,1878,-1719,3025
-1050,6661,548,-5732,2352
-1817,-2367,-1377,-4408,6371
1803,7,247,5114,4994
-2350,-6695,-1814,5756,-3997
-119,8659,-266,-381,-5800
1713,4508,-617,-1570,700
-613,-5857,-859,-4710,4553
1888,7190,-1514,510,8014
1696,4852,1928,4451,620
-480,4365,717,-1821,-996
1636,-924,2349,5259,5003
-2359,8069,1330,-5557,-1081
-1998,-4027,-2230,-3667,2101
935,-2085,-1676,-3036,7034
2127,2517,1004,3743,-197
-971,-6451,1358,-2414,5423
-1490,2648,913,1771,-8298
1063,262,1219,2813,418
1946,8477,1598,-3975,-6014
-1504,1513,1776,2437,-1070
722,-4604,-1669,-1174,-3944
307,188,257,2893,-5796
-1259,-4057,2338,-5523,-6154
-1920,2396,-1781,-1844,2923
1984,8020,-2233,5479,6281
-934,6910,-1499,-183,43
678,-6250,1620,1112,-1689
-339,6035,-997,-2042,8274
-2259,-5338,-998,1631,-4036
-541,-2643,-763,-5688,-5852
-150,-3648,159,-125,2836
1616,796,763,4657,6042
15,8677,2245,1807,-5595
398,-5293,-2263,-3998,-4486
199,-642,-1253,-3389,3706
-2176,-2093,-428,861,6542
-1516,-2067,-658,3795,1405
449,-8171,-1785,2192,7992
-1791,2510,-1993,-2618,-5957
964,7072,2237,-1424,-3949
-1368,8514,150,3617,-5985
2042,1629,-1503,-815,2989
-937,-5328,338,-5097,-4290
-1081,-5045,10,3568,-638
-1761,-1133,-1707,2940,3789
862,-5286,-2019,779,2898
-318,8064,-1976,-4468,-3229
-2159,3355,2197,-1326,-219
852,-6172,-2291,4921,5486
2374,461,-128,5103,8304
2090,6275,532,-1628,-7124
-425,4713,-372,4385,-2617
846,8600,-165,3252,-925
281,-6319,1391,3602,1658
1756,-5464,1109,786,-8186
-789,-6172,667,1094,-608
-1953,-8698,-1957,5327,3955
-43,4371,1585,-690,-2585
-899,-2267,-1926,-4551,2146
-1692,-7712,-1942,2074,7768
46,-6613,-238,-22,7521
1575,-1512,1786,4933,-6192
598,2844,1951,3857,8325
1196,-5157,-1815,2542,-4776
-779,6197,-2270,4523,6451
1547,5748,194,-5490,-2393
2294,2303,2053,-1314,-3133
-664,5007,1953,2244,7679
-2149,820,-446,-5201,1949
-295,-6553,-901,4206,-7899
-1402,8210,1705,706,-7569
2296,-1717,-1485,-713,-5454
-1817,-5697,125,3135,-716
1986,-4900,1618,1595,1521
774,3539,-690,2586,6704
-1446,242,-1441,-3365,7233
-266,2276,833,-1112,1064
700,-1364,927,-1739,-176
-1209,6311,1289,3790,3093
1107,1310,769,782,56
1449,-2523,-2131,-4094,842
-2318,4285,795,2110,6146
-622,-5285,-186,-4648,2528
1519,3991,-742,2135,-2456
-1726,-1637,-1205,4795,-6310
1517,8150,1671,-1696,6879
1008,3408,-280,4664,3503
1637,-6869,-1077,3783,-4271
1060,3303,2304,4124,-3154
-1669,5082,1513,-121,7131
-235,7876,2104,-5483,-8023
134,-357,1029,-1386,-4293
-1848,8041,-631,-4473,8281
-1025,516,-1711,-2514,5615
-1478,-2106,-1521,-2676,3250
1745,-7958,-1165,-2299,4959
2026,4619,-1812,4032,5118
590,-3675,-931,-5332,1404
-296,6763,-1442,2457,-441
1081,3223,-1289,377,4197
-712,6378,1511,3626,-1226
-1287,1939,-149,-1776,-5510
1846,-4556,1790,-1142,1473
2196,5426,-2235,1488,-2332
-1074,5801,1727,192,-3129
1950,411,-1368,-351,3760
258,793,-1387,-4071,-5049
-2321,-7050,-2280,-2242,-5560
2166,8349,71,-1057,-8248
-2354,-6927,855,2209,-2693
-1334,2267,1043,4906,-6508
-1179,5599,1219,319,-5691
-2043,5154,2250,5683,4640
-855,-4116,1460,3028,8017
-1372,5032,2106,3736,5982
-1098,-3522,-1182,326,-5801
409,-2253,-1605,3952,-3699
1291,8180,213,-1195,-2288
-2147,-1430,939,-4751,454
-1593,-2509,132,-5178,3520
812,-906,-1641,3854,-4048
1772,-7005,-1276,2583,-1964
468,-5197,131,-3855,-7545
1890,-3007,-666,3530,855
1225,-4128,-129,5356,-4690
433,4018,140,2981,4232
1394,1756,1217,-1307,-470
-585,4802,2359,1881,-7026
1364,-935,101,241,784
-2173,-6951,-2400,359,-7893
-845,7882,-1842,5041,-6502
455,4419,-2228,4951,7234
198,-859,-1535,-4983,-5802
104,5294,388,-3933,1238
1976,1157,1500,-4118,-2823
-1197,-126,1468,2842,8532
682,-3074,-631,3607,-1492
-2328,7209,457,-2667,-6005
1461,8216,1790,1576,2307
-1996,8714,-233,-1649,-8293
1065,5274,965,-4245,-4094
-1016,-1674,2248,-851,-1840
-1883,-7044,1849,-3408,-7555
-2000,5616,2261,5368,-7916
2011,-6530,-1973,2486,2760
933,8258,-142,-382,5987
-1912,-5869,94,-4567,1340
-379,2007,2086,4054,-365
1119,6673,331,-1330,6908
-2342,4051,1134,-3954,334
-1898,1689,1824,1549,735
-1306,-4225,-1580,-3904,1418
1972,-5616,-641,4185,-173
316,6136,-1688,-833,7081
-2132,-4793,1974,1201,2764
-1843,-8042,259,1861,-1805
-1575,6867,-149,-383,3099
-1922,4672,-1149,-4784,-7231
216,-3003,1832,3997,7396
-2143,-260,1217,-3002,7014
898,-5250,-1530,5069,8224
1912,-1205,1059,1402,-2493
-1222,3770,557,2771,8498
504,-1942,1343,-2643,-258
101,6150,1392,-875,8192
-274,5633,-1947,-4170,-163
319,-6759,-1241,3025,-3510
-829,-6885,-692,4931,-7664
1341,-1242,1116,-4928,6069
-314,-3430,-209,569,5554
-490,1904,1343,573,-500
1098,-1985,-1783,-960,-7521
-1021,-8260,78,2283,-6958
-1351,7358,-1258,5675,-5253
-332,-4394,2005,-5598,-3601
1881,4172,-1303,-496,-5789
715,-2770,2057,1480,5175
68,4760,-636,3762,1310
-1843,-6418,-1300,935,-1633
-1185,-7086,1402,5602,494
-259,3375,-1421,-1304,-6479
-1038,-8532,1428,-4056,4384
128,-3859,-888,-537,6870
-1157,-5021,892,3539,1262
-1947,-2361,812,-3264,-1145
-1158,-6932,-1470,-5143,1107
-1922,-7102,-1678,2722,4810
-19,3303,-46,-4127,986
1973,-4823,-158,3881,-6507
-883,3144,-1706,5558,-190
2246,792,2320,-2465,191
-121,1051,1806,335,7497
322,-246,289,5200,667
-1823,8547,-892,2400,-6631
1875,7114,1901,-4209,1882
145,2516,-2105,-137,1536
-438,-4395,-1892,-5063,-729
-1529,1906,-2127,2832,2445
-1739,-7888,1968,-1884,-2235
-1328,7394,197,-1813,3777
-332,-2841,-537,-5213,-8364
537,6173,-1875,-4419,2872
622,-6202,-486,1199,3802
-1098,4548,-1318,-325,-558
1280,620,-2280,-2828,-464
1185,-3529,-1106,-2412,2161
-1961,8332,-1749,-3013,3281
1254,72,-1042,4410,8464
48,-2178,999,5150,2680
1780,-5210,-2072,-1573,3861
-1674,6053,-1834,-1354,3527
-788,4223,1453,1973,5959
214,6255,-2342,1904,1767
686,753,183,-5716,7070
1642,-6427,1365,-5342,4799
2380,-6985,-881,656,7011
883,4152,-1534,-1743,-8198
442,1495,730,4372,2801
1335,823,1807,-2038,6366
-349,-3880,764,-2529,-1398
-1037,-3607,675,-1038,-4827
-342,-8557,-1120,3078,-6612
-2055,-4976,-1004,2298,947
1318,5229,-150,5736,2392
2099,6509,1068,1265,4784
1788,1300,-1091,-3251,4897
495,-3990,1592,-1911,-710
-802,-4373,-2325,-3260,4766
1557,-6616,2297,5276,-8100
29,-1137,-2172,4073,-4715
-2294,59,1375,-2198,-2760
-901,7869,-620,-3673,-5230
1710,894,1070,2745,-5813
212,1286,-268,5543,-3192
-1998,3554,-442,4405,4030
989,-37,-9,4794,-1599
731,-2879,-775,-1976,5665
-1682,6961,1103,-3440,-4145
2316,1946,-1444,1826,8036
2288,691,2181,-4131,-5903
1722,7569,-769,-957,-6733
-1449,3378,-524,4642,1813
807,-8109,1310,-123,-6564
2203,-7535,-2070,1581,-100
-1568,5177,951,-133,-3913
1690,-4709,1047,-4640,4350
-199,1279,920,1617,3984
-73,-1976,486,5009,7750
168,7720,-1202,-3707,-648
805,3494,1080,4121,2842
2175,7906,-424,-2091,-4525
2158,2539,178,739,7737
2011,-2242,-2347,4899,-3821
1597,7137,-1733,-3270,-4426
1060,2463,941,-3825,-6322
865,-1399,1394,-4123,926
225,-4320,-1734,-672,-3374
-1882,1084,1350,-3384,-109
1544,5911,-1370,-5085,3320
2004,-2184,-1207,4222,-4583
705,7146,-509,-3250,1376
-2256,1698,-1470,-5422,-3930
-77,4332,939,2320,-1916
-1732,5350,2257,1670,4370
-1057,-5594,-2109,2401,4223
-207,-7904,-1063,5269,-509
-1540,6027,687,4930,-7330
-1937,6748,954,3903,7493
-953,769,-743,2568,1889
-2055,-3601,-111,-5647,-7326
800,-247,-2128,-3461,406
-1683,7785,1196,-1408,-5926
-946,4,-1625,4820,-7905
128,5707,-1572,3361,-1715
