column_1,column_2,column_3,column_4,column_5
16049,66633,11822,10559,26347
6307,-3783,2425,-15960,14749
-13754,-57045,-3195,21521,11506
16297,18605,12295,192,14336
-7577,-56097,770,-23852,24084
-15981,70510,-12568,-23753,32355
1976,-14722,7878,20340,-49836
4203,57394,1838,-7039,-42835
7779,2615,9934,10081,37934
16156,-46883,-4505,-14308,8399
1451,-81790,8889,-10775,-37313
13705,71104,-7847,-3412,30048
-11564,4613,-12037,27746,47271
16500,79740,-10010,26053,-21756
-11047,55562,-6349,-15162,47564
-14186,11523,12662,-8138,-17115
-575,18825,14765,1541,-10900
12491,-15212,-12713,-28510,43435
10405,-56459,-5113,-23905,-31849
-2201,-15438,14430,32308,-16790
-17660,61649,-9529,-9419,-50405
12440,18810,-3830,18534,34032
1220,-72944,-6886,29676,8678
-4827,18555,-12869,347,9963
-4684,-73629,3406,-30847,-2011
-1751,-47042,11339,-16692,44729
7730,16081,13722,-13792,-16710
13571,7590,-3872,-10180,-49644
17590,-63479,-12048,25065,-38024
-5607,-1777,-6805,-17881,-47616
-9165,-50486,2184,-9857,42008
-9365,-25635,9762,30501,-34965
-14854,6660,10790,-13172,28453
10358,-20842,5542,-421,-41071
4062,-17569,-12257,25482,-30466
-2275,-37141,7400,2883,-20026
12961,39892,-12679,-21239,36276
-14914,-14801,-11410,-8428,-25838
10055,-83647,-2069,3093,17987
-2220,39191,-11480,26233,-19445
-8674,-20686,9616,9130,-32875
18494,-70310,3951,-24421,22288
-13362,-65107,-8752,-15212,40253
3415,66760,-8342,12032,29458
-16370,-23398,-6931,32112,8361
-13977,39955,-1547,-14707,-29168
2008,85132,10663,24659,33738
1065,35177,-11976,-19829,-6326
4851,-45445,-1324,17428,29600
-18188,74467,8008,-16492,-46211
11858,4875,-14693,1568,-11002
-18441,-26084,-4453,-15401,-39864
-13702,19683,-13245,-13422,-12163
-14965,73836,3634,-25220,47650
11798,-30056,-9796,-9930,46213
-11241,-60651,7152,119,24390
12858,82081,12847,12421,23456
-9116,50265,6342,26035,-9855
14381,50200,-12611,6529,-6128
-17963,11079,13933,28303,-34743
-9568,77453,9180,20861,17844
-15613,-25452,-4604,-20811,-46891
-12806,16730,3740,15334,19441
12069,-14534,-10096,-31892,-10729
1271,-16118,6592,13517,-22118
9586,-69791,2804,1411,1252
12108,56863,-9481,21805,-33018
-4010,-62485,-290,-968,29324
-5675,-70140,14010,11195,36161
12160,46079,8688,-29618,2052
-16781,73303,-9449,-17044,43624
-12364,-26481,11431,14656,-20353
-11468,-1394,-879,-18594,-24478
12291,3132,8893,13015,-50487
14882,-69043,840,26172,44795
-8578,-6742,9017,-32268,-40753
-8902,-83103,8449,-14179,20988
-13431,78524,-7865,-20964,46664
7317,68807,-10069,6951,13033
17192,64486,-5574,28936,17285
-12509,-21091,-9198,-22932,-14959
18311,28583,-7073,-26292,-4290
15784,80396,8630,-23343,-43348
13596,-27604,14239,11198,47471
-18613,14140,5174,15141,-5186
15121,-60742,-4768,18126,5967
-2660,-17814,-13337,-328,-35933
16330,-37414,8988,-29833,-35816
-4702,46180,12491,-23659,-33728
-17987,-19587,-13809,9947,47031
7601,-8356,9358,9863,1722
-1000,-24447,-10570,-1179,2545
10731,-20276,2557,-14496,42058
18473,12108,-7289,24038,-29529
14804,65031,9490,28471,-21023
-4393,-40520,6609,485,-13013
18027,-84456,10693,-11634,-28529
957,558,-3025,-5219,-24345
-13766,-53945,-14046,26176,39893
-18076,-15377,5566,28404,10204
18624,68302,-963,-1751,21855
-7027,31966,-4088,-9207,-12194
-11967,-79513,6371,16406,8384
-7846,-42327,6522,25935,-42927
4688,-2735,-5289,-16101,50348
-18283,31030,11036,18505,-50005
-6515,-67701,14096,16272,-29259
4278,-33448,12996,-8055,32511
-14502,84177,12243,-14361,-24148
13484,71815,6591,-29122,12321
-7410,51446,-13921,30101,15049
-5381,73807,-492,2932,-40564
-13200,72948,14978,11196,31458
11711,-81243,6857,-26538,21812
17395,49949,7928,9542,-49570
-12112,-37944,13845,-4117,-46886
-16569,-46746,9461,-5580,1156
2449,43107,9564,-4199,-15235
-14335,-2196,1698,-30774,-36955
2735,-23182,-458,-15389,36415
11027,49274,2472,18218,-21652
17524,-56022,-9447,-14722,49874
14000,-16275,4158,-31817,-9775
-4960,56449,-2952,4338,-46245
-16297,-39139,5094,23808,-14680
-12424,-24610,4088,15395,38318
3200,-15419,11666,3071,-36244
-13936,-15294,-762,-15145,-3725
7433,-26901,9255,-13618,5653
-1168,-2453,1696,-32238,-8377
-2533,36418,13469,28931,-38343
5942,48737,-14813,-27853,-11772
1260,57669,9901,-15080,-3199
-13593,-5657,-5546,25124,-14680
5599,-56789,13433,-18976,-39695
-6941,47425,-2390,-18047,-17013
6394,8420,-12752,-833,-33520
-12654,-48577,-489,297,4047
14433,69046,13178,6970,-24828
-13897,63107,4598,25875,37447
6819,-78436,2662,27044,15147
9554,81541,10425,8301,-30139
-10579,-66092,3027,12027,-9157
-7214,-60784,-4149,-2694,-10787
-16314,81903,5323,5723,-49657
11153,-9646,-7233,-25495,-14232
7584,-40430,-8443,17398,16496
14508,53150,4813,-6592,-44837
-2619,77093,-12378,15654,-7520
13725,-81583,-10870,-17627,-44128
11064,-42112,1813,30862,45021
-13004,-64309,-10508,-22413,12728
-13951,-53713,14669,-13728,-48159
-17968,-46466,-6617,-15246,-32227
90,-63530,-7917,-12849,21215
10778,-62260,10311,16051,-23519
-13929,60274,-7686,-16291,34689
-18472,-79733,13284,19825,2361
10572,-13273,13275,30666,-8420
-17838,66443,-4640,364,39763
-10334,23268,-13805,-4395,-47755
-2041,64580,-9780,-17027,40205
-18766,-9486,-4179,5941,35206
17797,-48180,-167,24519,19895
16682,-11645,-9280,18218,5996
-12353,-65790,9493,29965,13759
-4562,37819,6808,-4238,46365
4679,59792,-8003,28004,-47169
14702,-84819,9228,14806,35205
10503,-70251,-11403,15169,-45300
2092,5223,6128,29746,-15285
7364,-84330,-4450,3715,-33833
-17509,75356,-1709,-10504,35272
10814,33471,766,765,47457
-18624,-13574,-2838,23893,-45857
18568,54268,-14477,16440,-22724
-3335,9838,12346,-17581,4364
-6939,-59101,-13731,-28297,-545
173,67148,12277,-8251,3400
-12977,-52015,12862,-21261,40454
14725,77621,-10105,7405,-7124
-8090,65165,8322,-586,-15720
805,60501,-11140,11209,37076
-16333,-60302,-14509,-2845,38779
7390,22517,14443,-32477,-29516
-2144,43056,-3505,20577,11609
-1882,-57081,-6216,20820,7175
16121,45962,-14166,1736,-49288
13992,18776,-9187,-5208,25214
-17216,-66998,-12895,-13680,-6079
-4034,-31019,7845,-16787,-14356
-5190,68017,-4713,-28016,-25750
-15439,-51437,9117,-12035,-26608
1228,20575,11220,-19080,-29953
-1753,-48380,-4199,-20410,-43692
-3054,-8046,-12521,26797,-47689
-12137,-60294,7007,-23700,-37111
2583,-9260,12302,-2837,-50422
-238,-68328,11145,22089,-44185
8779,62449,-12677,-14052,48461
10624,-29360,4371,14995,23523
16265,67875,-10561,-28899,-6824
4428,45876,13851,17383,32100
4735,-8972,-8028,-4683,-8155
11557,-63138,-10950,12030,34010
9206,62243,-11743,5266,40710
7711,29927,-1549,-16278,19656
1254,-16448,-1738,9811,21647
-9187,-50902,-9257,32513,49883
-6238,6678,8711,7478,-2729
-356,-82173,-11707,4948,-2695
10177,61209,2156,-3085,13118
3087,-53253,14076,-333,40814
-17929,54896,10230,-12591,-28849
-3195,-49960,12108,-11326,-14329
-9018,29943,-3164,13866,26998
8836,46388,3292,-8187,-26028
18208,-83519,-2755,6137,-13161
-13184,-18254,3269,13426,8772
881,60833,-11353,5750,24561
17260,-72446,-2910,-122,17601
-1547,-44761,14405,14511,-30709
2675,-371,-6124,32633,-12498
-16829,51644,-7369,14720,33407
14101,-58885,-12312,-14530,-20486
6145,10090,2792,1765,26622
-3306,-24414,6444,13878,41909
-9328,71540,-4245,31738,20919
10171,-23238,1594,-3980,-467
17406,23757,-2164,-29284,-34805
11509,132,-4363,-18269,4545
-9453,-77240,-10843,13644,20610
3059,-12356,-3266,-11710,-7564
-14914,-74174,7889,23868,12256
-11761,-54214,14076,-32042,-5072
-18000,-35874,-181,-25245,14063
-8254,22295,-3062,5660,-10054
12457,8679,-1711,15775,38108
16551,16488,1792,6210,33184
-7264,77866,8093,-4904,16552
-10428,3884,-2673,-7305,13065
-16672,-39692,2214,7473,47809
8710,-28647,-10415,25105,10190
-2946,75041,-1463,14646,-47169
10971,-41260,3275,28235,488
-7283,42304,9301,-30035,9218
-10712,-63040,4630,-16951,-40225
-11452,2693,12186,-10633,20091
-5769,75378,1788,11531,-25605
15552,-47916,468,-18575,42373
4695,67083,-1785,-28534,-41022
4772,23159,13306,-24874,-33635
5793,-69268,13614,21478,-12717
-3938,-53130,-5779,-10613,3472
-17086,19479,14370,19845,-1212
-16014,77597,7796,17304,-17112
10682,-6968,13027,23137,-33747
-8178,46793,5354,-17879,-14492
14782,81296,-9294,-18148,-17044
5405,8079,-14138,4790,26202
16743,-13873,-8978,30701,41891
17845,36335,14825,-16438,-21530
8452,-161,3872,20552,-36066
8551,4797,-5300,7496,44369
4670,-51323,-3585,-14692,-45481
8747,50842,6421,-3013,-24222
-17649,61116,10659,13410,27925
14524,-78072,14885,-32648,19740
12234,-71007,196,3341,21188
12292,31379,-34,-5071,37162
-9641,55711,-1169,-23642,-25805
-4272,68533,2030,-7608,30270
15302,30150,-11084,20760,25586
6229,23794,-5268,-4093,-4166
10522,22643,-13448,-21032,8478
11913,65554,5075,28600,-36103
-15409,52237,7746,-6099,-5328
10291,-75265,-11860,5850,40131
16934,-31836,-1147,-31488,14634
5032,72828,-493,1353,-31013
-17465,81939,-13272,-4820,-33179
3617,22888,12417,-3989,36761
-5451,-2773,-1440,2478,7538
-17784,-60941,-12519,6699,-13584
1282,-64455,-5580,32014,-6636
-15765,55255,8956,25016,19817
-15967,59889,2190,-4316,-42484
-9675,-41236,-3547,13718,34666
-3713,-56782,10868,4785,35359
-1253,-80252,-9640,-27865,10876
4122,49331,-14469,5539,-30366
4546,-44582,-2602,29377,32877
7872,-20374,10456,-30299,45558
3816,34378,13274,2915,11562
1776,-18729,2615,-18358,-9567
6488,-24585,-3587,20233,38912
-14671,76175,2875,-8298,-40267
17331,-2914,-430,12150,8238
-2533,9952,-13367,-21240,-23234
-5032,14178,-724,14780,-37371
-3223,22593,-4521,16172,-17338
18808,-36657,-3570,-12064,-45594
-14193,-76738,-6821,-11935,-41013
3521,36432,70,-31252,33995
7932,31261,4703,-31359,13665
10957,58606,-13451,4105,-37273
-4540,11198,-9638,22493,6625
-11403,-44585,13880,-21340,38299
11954,65175,-1000,15383,-1296
7012,-61600,-2486,-9570,22821
16120,22269,12821,-16194,8315
-2367,58222,-2016,-9310,-22625
-670,20791,-12831,-3526,-26664
8741,4293,-6939,-4165,16392
13703,-79670,-11984,29066,-44961
9141,-12705,10232,-7028,-40701
18576,72213,-10050,9075,49321
17865,-75370,-8990,11819,46599
-5250,49936,8698,25358,7728
-14637,3344,-13924,13001,-2899
17702,-46115,8239,-6086,25760
18245,-16419,-7296,-15822,-24763
4575,12354,-9911,-18132,-18015
-16031,-24669,-14885,23109,-18887
-11645,9640,-7944,22911,-27049
16418,72158,-2117,7889,-6246
843,-32373,-13478,-21641,26551
-14363,47474,12732,12870,-5050
-7727,-27421,10207,-13916,3177
12024,-43310,5671,-27519,31648
17459,-51682,-14235,-27238,31389
15320,-49569,10057,-3104,-7343
9724,-34145,5046,20965,37599
-3302,29819,13363,26660,9373
13280,-78460,-10997,543,-10049
-6681,69092,6921,-21517,24930
10777,56670,-6446,14716,19764
-2474,49603,12673,-15637,5625
9829,-4745,13585,3694,40487
11534,34121,2808,4192,6682
-17013,30987,-4463,-5125,-8435
10275,35571,5242,-26478,41982
14981,-41023,-2616,5123,18243
5749,-76596,10455,19720,-38449
-8588,20392,4543,31112,22372
12663,-56380,-2958,23572,40900
-7924,-13327,4822,17893,15828
6981,-48705,14745,-7716,7830
-11419,-33450,4064,-22728,-37615
12764,30104,2589,30200,-13523
-9411,-73834,-3495,-1743,24529
17548,-52163,-802,-30242,31486
-3279,-41829,-7827,-4043,10721
4869,-442,-12678,2239,34046
-9595,76700,9051,17925,49673
7055,-24716,-1919,-6760,37294
-13715,81384,2454,7137,-43248
-18825,33299,11019,13242,34859
3030,-19668,-4252,-1778,41501
13145,-5215,4777,-5162,-41321
-9591,-77868,-11798,-16969,-28700
2735,-1471,-12947,-20813,-31128
13163,58111,-12253,21440,-44396
14020,-47968,-14088,3769,674
-7453,79820,14653,-26794,13720
15819,-50348,10211,-19714,32094
14892,-6251,-1166,-27607,11550
-5374,-30518,13850,-7086,12409
-14156,44923,10099,-28802,44767
-9919,50292,-8439,-31323,20383
-8018,-75108,11801,2826,-28765
4949,-66646,-2066,18929,31749
-10150,71693,-3626,26474,-5640
14769,72295,-5787,2238,45225
-8946,-50670,9204,13847,-45242
7157,-25900,-4592,835,-24169
-6131,32639,6382,-18738,-50071
-16998,12194,3826,-21954,-19279
17532,5198,5824,-13473,-27505
9182,-34556,8500,-4303,-14394
-1686,17362,2800,-25158,-37076
11896,-22402,-14310,-28790,-9011
238,-14848,6134,13648,-16550
-5018,37041,11789,-31210,142
-17394,49205,-6143,2090,-1715
-1582,4554,-14252,14466,-31983
6091,-41944,12020,-21095,943
5162,53075,2610,-9745,-24408
-11795,43003,401,1458,-42728
17620,-59030,-2450,-2486,3061
-12097,30557,-13876,-14439,48528
-4833,23697,1169,23071,587
3695,72148,-12730,23778,35693
-2942,-22500,-10349,23666,6566
-5866,-21777,12207,-23133,8002
7311,69711,4648,22106,-26064
-16112,18282,-12286,-32632,-44429
-12983,-74889,9613,28754,8835
-16599,67496,12424,30470,-14891
-17332,32755,12632,22464,34406
6270,40260,9159,-20968,-904
-7688,4131,13869,-1572,22109
6077,-82667,842,17157,20805
1260,-3133,-13022,24338,-8330
-11508,57087,-13907,-24607,25164
8952,-41931,13244,-10059,43811
18477,20458,-4987,-25677,-7763
-3460,-26057,8169,-24885,-42110
16010,-49467,452,-9211,40501
-627,14694,3435,22480,23757
15809,80366,6568,-28514,-11364
18312,-44899,-6824,14137,18116
12701,33102,-4037,-30856,-48970
8478,49773,4041,24763,4832
5472,25829,13531,15487,-34865
10495,-4128,-7629,29982,-22640
16254,-62058,-5768,21502,31396
-7598,71464,8195,11004,44355
7253,-13677,10422,27556,2786
6844,52682,3558,-24258,-26268
6945,56853,2718,-1646,-49402
18226,-32954,-6602,-27649,-48157
3454,58551,-11920,484,-24602
3534,-17393,14758,-24303,-994
-5470,-56298,11330,11975,26182
2592,6301,-23,-31330,29558
4520,-19128,-8343,-7672,-9638
16070,19991,-14288,22022,-25277
-6631,-74041,2529,-22759,35257
13113,-60942,5054,-31196,49398
-4917,-72619,3577,-9502,17091
-8987,78006,7017,11711,35262
9361,28611,-8107,7487,-48775
-6840,-71916,2801,13091,26181
18790,-82545,13223,460,25585
-2618,52556,-16,-6843,9542
10314,26651,-1571,16241,-3448
3634,-71827,10779,30822,-40175
12445,41069,13422,-19653,-30356
13907,-61440,10657,-21805,3070
-11581,23781,-7811,28944,13601
7160,-18178,1816,18099,9475
14773,-85040,12896,-22565,-17965
-16657,-77041,13010,15734,-8828
3597,-59192,10340,-20878,16295
-6345,56540,-7578,12375,-7947
-1461,-76226,-7235,3383,50473
15921,82655,13336,-13400,42850
-1583,32947,-7646,2209,-4134
14549,11219,-13327,15781,4184
15115,43630,119,3143,-18764
-16026,81592,-253,636,-11273
-12522,24157,2336,25398,28980
-4028,-85058,13868,-30248,24190
-13466,-69819,10220,17296,-19063
-16560,44395,-12032,31206,-31205
16740,12902,6919,-23491,-37461
-11629,179,5459,-30195,-34834
-11217,-22041,4934,15095,36917
12211,12243,6671,4045,-47631
-8010,-74696,-3138,29180,31477
-18615,8773,-4082,2763,-265
-4141,-26483,4082,-30775,49370
-15647,-27517,-5087,-24074,-15827
12958,-64850,11719,21689,-31342
-11635,-63780,9466,583,39763
-11772,-11272,-10842,-28154,22015
-11105,-1809,9513,-11890,-11226
3017,-38174,8225,18079,-7871
6965,62907,-13633,-31604,-11234
17241,41380,674,-15613,-25931
918,-52522,-11743,15502,14463
-5973,83032,-14919,32272,9592
-11793,-49103,-4016,-28295,4782
-6958,-24437,4832,-17359,-5168
18135,42376,4727,-12709,-43883
-890,6354,-11835,-8663,38684
13223,61398,13288,29436,-11072
11987,14113,8355,-8754,13042
4012,11122,8904,31866,24777
18010,69333,558,-24897,-36344
-14280,-40590,-11305,-10109,-31277
16167,-82392,7669,11227,6169
6202,-28122,14252,3831,-16658
-1240,760,11360,-24700,-18070
1755,57166,9966,-13338,23823
-10258,-12719,13165,-29213,36283
-356,-626,14393,26472,-9749
-18689,-82295,-4660,-9087,22520
-2702,-3907,8288,-22001,34138
4329,83885,-2425,11764,4983
15440,-48163,154,-22248,21568
-1361,-72572,5711,-10189,9819
-16028,81037,-11815,13960,19416
-12977,52747,-5401,14607,34241
-18485,78025,4305,19126,35547
-10362,-34581,-12956,-8036,-20234
-12149,64543,1885,-25227,-39673
-5602,80273,13223,32386,-23510
11139,61683,7283,22045,-20158
-1669,-81506,14652,-26181,-23071
7009,-62612,-7523,31998,50396
6397,-24354,-1026,-2665,1295
-15271,80960,-12215,-4743,-47892
-7329,-27198,-11749,-19560,-3321
-11991,-79048,5998,2625,-24052
5312,-55641,-8830,-15944,20985
14209,55883,3938,28508,-14565
1409,-15825,-10447,9027,-24626
5341,80528,6451,17629,-13654
14991,37921,-9755,24431,-9921
9759,53983,9800,-3497,28041
1738,39636,11960,-16853,-13139
7334,-30884,1369,746,-16479
11460,63966,9278,8038,-41597
5753,-38581,-11220,23727,39845
1789,-27236,-4056,822,-9952
14652,-2011,14756,-14709,-48820
-12655,49469,6759,1171,6533
-16977,-32065,-3063,-10142,5953
3221,-61808,-5012,-21943,17727
14233,1589,910,31875,15542
1770,65944,2385,16087,966
6545,75311,-12875,-10164,34933
-6049,36750,10140,26139,21271
5945,78398,-2364,-28157,3091
723,-2559,-9435,2844,9168
-11545,46583,1484,-23852,21833
-4175,-17797,14411,-365,21302
-17644,42716,4421,24392,-43540
18826,-22178,2128,-10444,7414
1327,-25841,-261,-8344,-40309
9221,3705,6725,-16061,13306
-14490,-70229,-12613,1555,29632
-184,-68902,3997,32003,45694
-11976,82056,6176,-28518,16644
9379,28565,-342,14007,19423
-8881,70571,9087,-25990,36746
4401,-22368,-5921,9496,-16917
-2626,-7296,-1330,11618,1890
-1226,-45810,-6808,-19829,26624
-12107,19940,12655,-4943,3965
12209,56026,-4511,-13064,-25993
-3216,59688,10215,19939,15851
-317,-19040,-6138,-28618,7411
9634,-38535,980,18751,41853
-10640,-29981,6064,12916,-32807
2820,-39760,-2471,5813,11933
-5686,-56631,7829,10129,-35885
-2874,27826,-6853,-11655,-2635
-229,31893,384,-12911,-21893
17160,59135,6919,-28165,30119
-775,79585,-6202,23840,12841
16108,-63609,3908,21080,15583
7686,-14736,-9893,5660,-44018
-13218,75055,-12683,31864,9063
11693,80412,-3541,27246,-49376
-17853,56995,-11114,8165,20910
-9807,-84274,6191,-26744,-30254
15097,-28755,-1361,163,-32024
7663,38652,-12354,-15942,-36008
-10271,4935,-13893,32234,30948
5841,-36805,-3190,7184,-46638
-2146,-12679,-13336,-13965,1364
1197,-42772,302,-23451,-15617
11964,25387,-6226,-18539,-5919
-1381,-83982,-5053,2978,-4065
11569,14106,-8376,32181,24315
2117,48596,-10302,25369,-31042
3006,-35471,-10179,28293,-38989
3174,-83172,-486,16264,-29777
1828,-15870,7234,19309,26940
-23,-13322,3869,2769,11451
-2648,-55174,-9111,-9693,-9678
-4575,19208,-513,24143,20680
4140,-48196,3943,5156,20655
17664,59040,-3862,7069,1440
8291,-67981,8025,-19954,-3945
8845,29846,-8592,-11363,20744
-18825,11193,13581,-24763,16518
-4444,-39150,-8339,7847,14416
-11332,-14241,5982,-14372,15937
-14567,-66304,-470,-31930,-47520
-12072,-68105,-6860,16207,18605
13666,-18122,-4985,-23586,-27159
13574,-77859,12309,-3918,46970
5247,23061,-2043,-12683,48174
3477,7078,-5684,28677,-46843
-7551,-437,3863,30258,11689
-10465,49800,-10297,-32397,-35811
5019,37514,-4231,-20487,25217
-2971,32298,-5298,-6161,12012
10598,70411,2853,-6877,-41783
17204,-77733,-1896,-3153,48200
4450,44828,-14862,-25259,42325
5437,-40439,-371,-19516,-16599
8525,40991,5578,-4240,-33343
-13377,-59609,10394,-21940,-19420
-10959,-76447,10736,13324,-23750
8992,23664,10051,-30479,29589
-11856,48350,-5706,20030,-820
9302,-78128,2926,-10536,-34657
4661,-5516,-4925,-3399,29255
8749,-62159,-5900,-10768,14904
9301,-17805,-8298,14010,30036
2696,-23961,3469,20882,27778
-16802,9723,-3098,19635,30672
-9636,6995,13696,25275,-38668
-4126,24851,-1935,30644,-38292
5516,26356,13629,19912,38345
