column_1,column_2
1,10
-2,41
1,15
-1,-23
1,-35
-2,2
-1,-1
-2,34
1,-13
-1,37
1,-29
-1,23
1,-35
0,-23
1,19
1,-35
2,22
1,-16
-2,24
0,-21
1,29
2,-35
-2,-9
1,-15
1,31
-2,-30
0,-44
-2,-44
-2,-2
2,-35
2,26
-1,18
0,-28
1,-28
1,25
-1,7
0,-17
1,27
0,17
-1,18
-1,44
0,-21
0,29
1,17
-1,32
1,-8
1,-33
0,-18
1,19
-2,-23
1,-44
-1,-3
-2,11
2,41
1,-17
-2,-21
-2,-30
-1,-43
1,5
1,27
-1,10
-1,16
0,-4
2,25
0,-16
-1,13
1,11
-2,8
1,37
1,25
1,-21
0,25
1,32
-2,26
0,43
-1,42
1,18
-1,17
2,23
1,-31
1,-27
-2,-24
0,-11
1,18
0,-41
0,28
1,10
0,-32
-1,14
0,28
1,32
-1,-41
0,-13
-2,17
-1,15
-2,-22
2,-40
-2,6
-2,44
-2,13
-2,29
0,-31
2,-7
0,-6
0,8
2,-33
-1,40
0,-21
0,7
-1,-12
2,-16
0,15
1,12
1,-6
0,21
-2,-15
-2,43
-2,7
0,-9
1,-5
2,-35
-1,29
2,33
-1,8
2,35
1,-7
0,-15
-1,-35
0,-4
0,7
-2,-28
-2,-15
1,42
0,-40
1,-8
0,1
2,20
1,-22
-1,7
1,44
-2,26
0,-31
1,-17
1,-27
1,-12
0,32
-2,5
0,-29
-1,17
2,-5
0,10
-2,2
1,40
-2,-11
0,-44
1,-8
0,9
0,-33
1,-26
0,-44
-1,-32
-2,-9
-2,36
-1,-32
1,1
-2,-9
-1,22
1,-15
-1,33
1,-13
1,-19
-1,-3
-2,6
-1,7
1,1
0,-35
1,-8
1,2
2,38
-2,43
-2,44
1,-14
-1,-22
-1,-36
-1,-4
1,-45
-2,-2
1,27
1,-42
1,27
1,40
0,22
-1,24
1,-1
0,8
-1,31
-1,38
2,-10
0,-25
2,-1
0,26
1,-16
0,10
0,-36
2,-45
-2,-7
2,-21
0,-35
-2,36
-1,1
1,2
1,5
-1,7
-1,-10
0,30
0,-43
0,26
2,-17
2,-21
1,9
0,29
-1,-14
-2,-15
0,-3
1,-31
1,8
1,36
2,-37
2,-15
0,-39
0,29
-2,-15
-1,41
0,3
2,-35
1,-16
0,-6
1,-32
1,-43
2,-11
1,-1
0,17
2,23
0,2
0,38
-1,27
0,-28
2,-13
0,-11
-2,37
2,-11
-1,44
0,25
-1,-34
0,13
0,-31
2,45
2,43
1,2
0,14
1,-40
1,4
1,18
2,-20
1,-32
1,40
2,-36
1,-29
0,-39
1,-29
-1,-18
1,5
-1,-19
1,10
-1,-8
0,42
-1,-23
-1,32
2,43
-1,4
0,11
1,-34
-1,-16
-2,4
0,-17
0,-27
-1,-9
-1,-7
-2,-30
-2,-44
0,-38
-1,-31
-2,30
-1,22
1,41
0,26
2,-39
-1,-18
-2,4
0,-32
-2,12
-1,-26
0,13
0,32
1,-22
1,-33
1,13
0,16
2,39
-1,44
1,22
2,-37
2,-34
1,-8
2,-9
-2,5
-2,30
1,17
2,-23
-2,39
2,-13
0,-22
-1,14
0,-26
2,-21
-2,36
1,10
-1,6
-2,30
0,-40
0,22
-2,-41
-1,20
-2,19
1,37
1,2
-1,-22
0,-12
0,-31
1,-21
-2,15
-1,-26
1,37
-2,24
0,-44
1,26
-1,-18
-1,-10
2,20
1,38
-1,26
-2,-7
-2,-34
1,15
0,-45
0,-44
0,0
1,-42
-2,-3
-1,37
-1,-34
1,44
2,23
0,16
-2,44
2,30
2,27
-1,-33
-2,19
2,24
0,-20
-2,-33
-1,17
1,-9
1,20
-1,-44
0,1
1,13
1,24
-1,42
0,-34
0,-3
-1,-43
2,22
2,41
2,44
-2,19
0,-3
1,21
0,3
1,-33
-2,-1
-2,31
-1,14
1,-25
0,42
1,15
-1,39
1,-3
0,-18
1,-25
0,-15
1,4
2,3
1,31
1,-4
2,20
0,-10
1,-32
2,-15
0,-6
-1,-20
2,45
-1,39
-1,-42
-2,23
-1,9
2,-43
2,15
2,9
1,21
-1,-20
2,-29
-2,-32
-2,2
1,29
1,3
-2,3
-1,-4
1,18
-1,-30
1,12
-1,33
1,39
-1,41
1,-19
0,-9
0,7
-1,-34
2,-34
2,35
1,4
-1,-11
-2,-5
2,40
-1,-31
-2,36
-2,29
-1,12
-1,38
-1,-37
1,32
-1,-8
0,-38
0,-30
-1,25
-2,16
-2,-6
2,-7
-1,36
-1,14
0,-26
-1,-9
-1,-14
0,13
-1,18
1,-7
-1,31
0,-24
-1,-27
-1,40
-2,-20
0,19
-1,-39
1,36
2,19
-2,-40
1,42
-2,39
0,18
0,4
0,-35
-2,-38
-1,29
2,27
0,-13
-1,-42
1,-27
2,-33
1,-19
0,-45
2,16
-1,-41
2,29
-1,27
1,-32
1,17
0,-34
0,-11
0,36
-1,43
1,-43
-2,41
-1,-23
1,13
0,12
-1,-23
0,24
1,-31
-1,-35
-1,25
-1,-3
-1,-25
0,-7
0,-42
-2,-25
0,-44
-1,-13
-2,-36
-1,-29
0,-36
-1,38
1,-38
0,-11
0,32
-1,-14
0,-15
0,-30
2,29
-1,36
1,-37
0,-2
2,-32
1,14
1,14
0,27
0,-18
0,-33
1,14
-2,-43
1,33
-2,21
-1,0
1,-41
1,-43
-1,30
1,20
0,6
-1,-40
-2,20
1,-36
0,16
0,-37
2,26
-1,23
0,26
0,-41
1,20
1,15
-1,-35
2,19
2,35
1,0
0,-13
-2,-14
0,5
2,-35
-1,-33
-1,-41
-2,16
1,-24
-2,37
0,-11
1,-5
-1,-28
0,16
0,-33
1,-15
1,11
-1,-21
-1,39
-1,-7
1,-39
-1,-12
0,2
-2,25
-1,14
1,-33
2,-20
-1,11
-2,-17
-2,-35
-2,1
1,-15
0,12
-1,-15
2,32
1,-24
0,1
-1,-29
2,22
-1,-16
1,-12
1,11
1,27
-2,-42
0,15
1,22
1,11
0,43
1,-13
-1,23
-2,26
0,22
0,28
1,-26
0,-30
2,44
0,35
-2,24
-1,-31
0,16
-2,11
1,3
0,15
0,-29
1,-38
-1,16
-1,-16
2,41
0,34
1,-3
0,23
2,37
1,29
2,-38
0,-18
-1,-4
-1,-12
-1,-29
-1,-37
2,-28
-2,-12
2,-37
-2,-15
1,7
-2,-24
0,-11
2,20
1,31
0,-1
1,-9
-2,11
1,-41
2,41
2,29
1,-6
-1,-1
-1,4
-1,-17
-1,-12
-1,15
0,3
1,-37
-2,11
0,7
1,35
1,-32
-1,-23
2,-26
1,18
2,22
-1,-37
0,-31
2,-30
-1,34
2,-20
1,-17
2,34
1,-16
0,5
-1,15
0,3
-1,-25
1,30
0,-42
-2,14
0,-28
-1,29
-2,24
0,-2
0,32
-2,15
0,29
1,30
1,-29
-1,-23
0,35
-2,41
-2,19
-1,22
1,26
0,20
0,-7
1,19
-1,-18
0,31
1,-7
2,-40
-2,13
-2,7
-1,-38
2,-39
-1,-14
2,-7
1,-4
0,37
-1,41
-1,-11
2,25
0,2
-1,-13
1,3
-1,-20
0,37
1,42
2,-23
1,18
-1,18
-2,-12
1,27
-1,38
-2,17
-1,37
-2,44
0,-13
1,-28
-1,-12
0,-12
-2,14
-2,-16
1,-36
1,-43
1,32
0,-14
-1,-45
2,35
-2,29
2,-40
0,1
2,28
0,29
-2,-35
0,-3
-1,-21
1,-22
0,-11
2,30
0,-36
1,33
1,23
0,-5
0,3
0,19
1,-28
-1,-18
-1,-22
2,-30
-1,-31
-2,27
1,-3
