column_1,column_2,column_3
-18,2,-326
-4,-4,-363
-13,4,131
-17,6,-222
22,-2,-139
-21,-6,245
8,1,-365
-4,0,253
11,7,239
-21,-7,-205
16,5,-135
-18,-6,155
5,-2,-304
2,7,16
-10,-5,104
6,-7,222
12,-3,108
-19,4,273
-3,-6,-256
-10,-3,52
-18,1,-2
-10,6,226
13,5,-172
-14,7,350
-21,6,-224
3,8,313
1,-7,296
-15,4,-256
11,1,-328
-19,-5,-185
-12,-1,-41
17,-4,5
21,4,-282
-19,-6,0
22,-6,192
-14,6,40
0,8,177
-5,-2,-21
13,-7,-169
17,-4,-177
-22,-5,208
-20,-1,-58
-11,0,211
19,2,211
-5,0,182
7,-7,-197
7,0,345
19,-4,223
1,-7,237
16,-3,103
21,7,-128
-8,4,-203
-21,5,13
-2,-4,66
-8,-7,-19
8,-4,-275
-23,7,327
-17,-2,150
20,-5,-370
-24,-6,226
13,-2,93
-22,-4,184
-22,-1,-212
-9,-3,-277
10,2,-351
20,-3,-87
-5,-7,-294
22,7,138
-18,-5,216
-14,-6,39
-18,6,123
-21,4,215
16,3,366
-18,-3,335
18,-2,-244
22,1,348
-4,4,290
21,3,-310
15,5,283
21,3,16
-22,3,347
19,-3,50
-15,8,79
20,0,360
19,-2,53
7,-3,138
-23,4,-102
9,-3,30
-3,-7,-169
-15,1,265
0,1,-66
1,-6,129
-2,5,-28
6,-4,-244
11,0,335
17,-8,83
5,1,171
23,5,159
-21,2,371
13,2,-194
14,5,-368
5,-6,-75
-13,-3,373
-4,4,-94
-5,-4,304
19,-2,-92
-22,6,-6
21,-5,115
-5,2,129
-2,6,216
-13,-3,102
15,-2,-323
0,2,13
-2,-3,-152
12,-2,-289
-6,3,-133
-22,-5,272
-22,6,135
-10,3,121
17,-5,343
-6,0,-110
7,5,299
-9,3,-39
11,7,100
22,0,366
-2,-7,61
11,7,288
11,-6,28
22,5,56
1,-5,-2
7,3,-361
7,-3,-75
16,-4,30
-22,-6,193
16,3,-127
-21,-2,-10
-11,4,-102
4,3,265
-11,-2,-242
-5,-2,-182
-10,-1,-20
-14,1,50
-2,-4,-86
5,-5,186
23,-2,-285
13,2,-182
-22,-6,88
-5,0,-193
-9,2,20
21,5,-254
-23,7,362
16,2,243
14,4,-159
17,-5,213
-16,0,203
8,-1,-368
-23,-7,-17
-23,-4,320
-2,-8,-337
7,6,-88
-7,-8,-248
-23,6,-169
-16,2,113
-10,1,-242
4,2,52
8,-3,-75
13,-5,260
-15,-2,-14
-6,7,68
-4,3,304
19,2,-132
18,4,-53
8,-3,347
-23,4,121
-3,-4,-210
-20,1,98
-14,-6,-194
-12,-7,-310
-23,-5,293
9,-8,138
-1,0,-5
-12,2,-39
-13,3,357
-9,8,-13
-13,2,-308
16,7,238
-24,6,-346
-23,-3,-245
3,7,192
-23,-5,-326
-20,7,188
19,-4,-226
0,-4,-306
20,-2,-184
16,-6,-161
-13,6,354
-8,4,-222
19,2,-116
12,5,218
8,-5,-339
-7,-4,-286
-17,1,-161
-14,7,149
8,4,-118
-20,0,-308
17,3,355
23,2,125
4,-3,209
7,-4,-109
19,-1,-37
-20,-4,-130
19,-1,-357
21,-2,-2
20,8,-364
-18,2,189
1,-1,-206
-20,-7,-285
-23,2,-277
10,2,254
3,-2,-332
-16,-4,140
6,-6,-253
-9,7,34
-14,-2,331
-22,4,-165
-14,4,-234
15,-4,-104
16,6,-214
-7,1,-46
2,5,-322
15,6,-127
-15,-1,-350
-19,3,-66
7,0,-319
8,4,17
-10,8,-293
23,-4,-373
-10,8,1
21,-6,-311
-4,6,-56
4,-4,55
-1,3,345
2,1,-99
-23,-4,222
12,6,-209
17,-2,-251
-1,-5,157
-21,-4,-230
15,4,85
-4,7,-301
-6,5,-330
-12,-4,-339
0,-7,23
-23,6,-56
2,1,-126
-13,3,36
18,-1,-30
-23,7,370
-16,5,-341
-3,7,83
-9,-1,-51
-20,2,308
-3,-5,148
-11,-2,362
14,8,109
-23,-1,-346
-20,-1,183
10,-6,-109
10,-7,-224
23,-7,-120
-13,-8,171
-9,-4,-286
12,-5,121
-3,-7,374
-21,-5,-25
-5,0,30
-9,-5,101
-21,3,-361
8,-5,245
20,1,-161
-10,-3,309
-13,-3,258
12,2,-364
8,-2,308
-21,-5,-328
-5,-5,-313
-2,2,158
-2,7,279
11,2,5
-19,6,-314
12,4,-239
-9,0,251
2,-7,326
-23,7,-107
22,-3,-184
17,6,211
-10,3,-296
9,4,221
-19,8,272
14,0,-243
-4,-8,318
6,6,-273
-15,-3,-366
1,1,325
3,8,266
-24,-3,-222
18,2,-323
7,-7,52
6,-2,40
-7,7,-191
-19,3,127
-19,4,57
-8,4,42
-22,-3,-138
-16,-3,192
-7,-5,-249
19,-7,261
3,-4,-139
-18,7,-202
-16,-5,-11
3,0,-314
22,5,-162
6,-5,270
-7,7,-196
-5,-8,-292
17,5,5
4,-7,169
-11,-7,331
9,-8,177
-5,-7,85
8,-6,291
-5,-1,258
19,1,-22
21,4,-18
23,7,-9
-10,6,-76
24,-1,315
-7,3,196
-18,-6,-267
8,5,182
5,-7,-159
-18,6,83
4,2,255
15,-6,165
-20,5,-33
1,-7,-48
13,5,187
11,7,284
-16,6,321
-16,-2,323
4,5,-273
0,-2,-108
-3,3,2
-19,-6,-149
-15,-7,-204
-4,-2,22
13,-3,-286
16,-5,-24
14,-5,-325
2,0,96
10,2,-143
3,-5,177
6,7,-278
1,0,65
-2,6,144
-20,7,-354
-5,8,-185
16,7,-266
-4,3,-112
20,-5,8
5,6,4
-19,0,-249
24,1,316
6,5,77
12,-2,109
22,5,149
16,2,155
-16,-4,-360
-17,8,96
21,-8,173
-9,-5,-17
5,-1,308
-1,-4,-204
-4,-7,-79
12,-5,-119
-13,6,-243
-20,-5,44
-10,-4,-134
-13,-7,167
16,3,365
-5,3,-301
20,2,41
16,1,-116
-13,-6,-155
-4,3,-341
-3,6,-159
-12,4,332
-10,7,-366
4,0,-206
-2,7,-36
-12,5,-256
-2,-6,-315
-1,4,98
2,-5,-328
1,-4,-355
-21,-4,104
-19,-2,-334
-20,-4,350
24,6,-215
-5,4,-53
18,-5,-144
10,-5,-105
-12,-3,34
-4,3,-105
0,3,225
-12,5,-213
17,6,-118
14,-3,65
0,-5,173
0,6,306
-13,6,239
-22,-1,-295
-17,6,-189
-20,-2,-264
-22,-8,-282
2,3,325
1,-1,-79
-17,7,-293
-4,5,-27
5,0,-191
-16,4,356
16,-4,302
-4,6,-298
-8,0,-52
18,-3,-356
0,3,324
8,-4,335
4,3,-320
-17,-6,-64
13,0,-132
-16,2,80
-20,1,229
-4,2,-238
-2,4,17
-17,-2,-20
-6,-5,-268
16,-5,96
-23,-1,-318
-13,-3,-92
18,2,372
-6,2,-344
-3,-7,-98
6,3,-313
-1,-7,-287
14,2,-202
12,1,117
-15,1,-111
-10,0,-330
-19,0,-4
12,-3,-77
9,-8,265
22,-6,-285
5,4,-192
2,8,-170
9,-3,146
24,6,149
22,4,-33
0,1,-152
-8,2,236
19,-8,-210
-4,-8,-284
-12,-4,49
18,7,-101
4,7,-108
22,3,305
-14,-5,-265
-13,-6,-63
11,-1,318
-2,0,-234
-10,-3,190
0,3,270
-7,-2,-314
17,-5,105
-23,5,253
-3,7,-107
21,0,-44
-5,-5,-221
-16,-6,55
13,3,267
-6,-8,158
-21,7,-41
19,-7,-136
-17,7,147
1,5,-343
-20,6,258
5,-1,264
5,1,-353
11,8,-319
-15,-7,-282
18,0,87
-20,-1,47
18,7,100
4,-6,-5
16,-5,202
11,-6,-363
9,-5,182
21,2,317
4,3,-258
-12,-4,-293
-14,-3,77
-24,0,293
-21,7,-101
21,6,-248
-15,4,-132
21,3,163
-13,5,-27
10,4,-139
14,5,213
11,7,286
7,-1,296
11,2,-168
-6,-5,-238
10,-5,243
1,-3,154
-11,-7,373
7,-4,17
-16,-4,121
8,0,209
3,1,245
8,-7,-134
17,8,285
0,0,274
3,4,-204
-19,-3,126
12,4,256
14,-3,96
-1,-6,97
4,-7,-306
1,-6,172
-8,3,-39
-3,1,73
-20,0,314
24,-4,275
-16,6,-303
0,-3,190
14,-7,267
21,4,-347
-17,-1,-42
3,-5,-53
6,-5,42
19,-7,-326
23,0,196
-13,4,328
10,3,-199
-6,8,124
3,3,-293
22,-3,34
-20,-5,-239
12,-6,160
-3,-4,-115
22,-1,141
-19,-2,349
-22,0,-367
-21,0,159
4,-7,-169
-23,4,-98
-2,4,-336
14,2,93
11,0,214
-9,4,-150
-16,2,-136
-21,-7,-303
10,4,-119
-21,-3,48
5,-5,195
7,-7,38
-17,-5,-45
2,2,166
-1,-3,-30
7,0,115
1,-2,-68
16,4,-222
-22,-4,-152
20,-6,192
-15,8,-374
6,-4,-306
19,2,94
23,-3,177
-23,7,33
24,2,329
0,-7,230
-21,-4,-100
-19,4,342
5,-3,-154
-24,0,149
6,5,90
21,8,313
-13,3,-357
3,-2,-302
5,-5,-334
10,-3,322
-9,-5,271
8,-4,233
-10,4,-209
0,1,-249
18,-6,-234
-16,-3,273
11,-4,351
4,4,-18
16,-5,-149
5,1,-182
4,0,107
-20,-7,109
4,2,40
4,-5,-315
18,8,-128
-16,3,170
8,2,216
18,7,86
18,-4,12
-21,2,-219
24,-6,-229
6,-4,45
-8,-5,227
6,5,249
-8,1,-72
-6,5,-287
-7,-6,-324
-2,-6,-145
-2,4,-194
-22,8,-98
-13,-7,155
9,-3,259
-22,-6,308
8,2,125
15,-1,1
-9,2,254
7,-1,-219
-16,-3,-301
13,2,42
-18,-4,-298
-20,-1,364
-13,1,-356
-17,-5,209
-15,6,-361
-21,-6,-225
23,-7,-17
-20,1,330
-6,7,116
-17,-5,13
2,6,112
-3,-6,-26
20,8,-345
-1,3,-371
17,-3,-114
19,4,214
15,-5,63
-18,1,65
-23,1,268
0,3,-52
-14,-5,316
22,1,326
2,-8,120
-14,4,-147
-3,-1,-103
2,3,275
-13,-4,316
15,-6,-19
-9,-4,360
12,-2,152
8,-2,138
-3,7,199
-16,5,-304
21,5,107
13,-1,-174
-20,-2,-197
-21,3,152
16,6,110
-7,-2,-266
19,-5,-43
13,1,-288
5,7,-157
11,1,163
-5,0,0
14,4,216
-21,6,272
20,7,256
-22,-5,87
0,2,360
-2,-5,-92
15,-6,-231
-9,-1,218
3,4,-143
14,7,-317
-21,6,107
-5,8,-91
-7,6,280
9,1,367
10,-6,-219
0,4,-126
-17,-2,-283
10,-3,-268
20,-4,-145
13,-2,5
-12,-4,-341
-16,2,158
2,1,-264
-7,3,-63
10,0,209
-5,-3,-281
-21,6,-373
23,6,259
-18,2,302
-10,-8,-181
-1,6,-257
-4,-1,-220
23,0,239
-15,-3,-297
-15,7,151
-18,7,10
-6,-5,-216
7,-8,94
18,3,-147
22,-6,26
12,6,-264
-24,3,-236
21,-1,-193
21,-2,338
-21,4,-103
13,-7,242
20,2,-340
-1,-3,368
19,5,-323
