column_1,column_2,column_3
-4996,7504,-2513
-5197,-1979,-1825
3362,4608,-1816
1398,6398,-829
-4668,-3710,-669
4313,5720,2233
-693,5884,1605
5781,5741,50
3984,3731,-1019
815,-7237,-1184
-4250,-2612,1731
2359,-6956,1893
2655,-6247,869
-4538,7037,2529
5982,-3473,-1361
-3922,2390,-1833
-5414,-1320,1610
5980,3224,-2310
4601,6922,903
3452,-2643,-2563
-3288,-6202,-2530
2547,-3034,2047
5946,1714,-2194
3687,1868,511
5202,-7067,-1816
-188,-5001,-982
4968,-2596,2048
6984,-6670,-403
552,-6289,-713
-601,-1567,290
3066,-1802,205
5400,1739,620
-1475,-7644,-1611
4205,-549,-1867
-969,-265,-1879
-6900,1929,-1784
5366,-5655,-2199
5501,440,1026
-944,-6151,1098
4588,-4860,1445
3775,2645,-2564
-5003,-6466,2182
3230,-6769,-2200
3707,-800,-410
6643,-1197,1150
6905,-4579,-2118
4887,602,2553
-2593,4036,-1364
-1254,3781,1021
-1085,6020,2425
235,-7323,-2146
2927,6303,-66
5614,-3380,2177
6353,-4621,1034
73,5753,-2118
-4465,-7559,-1572
80,6799,1418
-2880,2234,2053
1014,-7386,-2327
-3325,-4960,1472
-5292,-7456,-1647
-6941,-3700,1111
3901,7288,2332
-5638,-6908,461
-1587,7064,2506
2696,5628,-74
6122,-4729,2531
-4322,6260,1781
1964,-4352,2466
-6869,1133,-244
1999,-3710,-793
-1432,-1005,-1763
4178,-5228,-1860
4249,-1695,-1665
-6297,5159,-917
5981,1689,-1418
-856,-4935,-600
-1655,-4769,626
480,-2818,2368
1946,7115,2396
-4702,4954,-860
6394,2227,-2253
-3247,-507,1296
-5156,-7159,-846
-3789,3520,1750
-1210,1668,94
-6072,-5832,707
-4940,6937,2063
-1991,-6336,2280
4379,5520,-668
-99,3132,-2028
-5941,2540,284
-419,-7362,223
539,-7065,2321
-5845,-7147,-126
594,7176,-1757
6345,-2537,-143
1205,6446,346
-925,3199,-2020
5,-383,-2052
-4710,-1460,-679
1018,-879,-2287
3407,7464,1880
596,6646,-559
1478,2381,1614
1694,-3610,-1378
-1134,6995,-155
-3840,7180,-951
5956,68,-2289
-2964,-5932,-509
-5654,-1059,-450
-378,-6383,1356
6384,-3181,563
-3033,3674,-1159
-5031,2519,1999
441,-3652,2356
-6960,-241,1749
3413,7567,-1334
-3841,-6453,17
1913,-1175,-1886
-1431,2484,2202
2987,1401,-2244
6760,5125,-740
3868,-1331,917
626,-2277,491
-5471,-107,-1708
4217,6499,-336
-6237,-3778,1213
-4655,7470,-505
-3088,7453,225
-4224,5287,1777
-133,6901,-625
-5405,4780,-1396
1749,2481,1268
1567,6950,-540
-4439,-591,-654
1598,-356,1554
2844,4740,-212
-5591,-4722,-2099
2286,4051,-10
-6141,-2010,-964
-3766,-2877,-1865
-3206,5092,277
5682,537,-2437
-327,4929,-193
3741,2982,-1406
3087,2578,-1147
-4370,-7356,-1524
2929,-6545,-617
-3726,5609,-2460
6035,-5147,-2502
6875,-4971,-2329
6523,-7170,-758
2369,-2671,-400
-1098,-7157,510
-5257,1095,2181
-1001,-5188,-12
-6937,-715,1231
4315,5736,-2483
-4789,838,-2254
4970,5063,-2341
536,-5028,2213
3826,-3007,-165
1468,-1637,-409
3441,-5461,1134
-6869,-6710,-1655
1558,4991,-2387
-3880,6838,405
-1455,3413,892
-4579,3865,-148
2692,-2428,-2529
-4752,-6802,410
318,-5017,-1758
-2972,2940,738
477,-1317,-382
5122,-6966,840
-2881,344,2468
5641,-822,1077
1613,-1061,-1259
5261,-5048,2081
-2833,-1417,-495
350,-1091,-1209
3472,7006,-1349
-797,-2424,390
-6959,2308,661
5940,-2887,-592
6493,1092,-496
-4880,-1535,-616
-5133,-1618,-771
121,-581,-1948
201,-3983,186
-3751,3877,-2006
-5492,-4520,2548
-399,-4630,1747
-62,5760,-2226
-182,47,-1702
-6490,-3568,559
-1847,-2373,-1623
6763,-3709,-1006
-213,6211,421
2970,733,-2415
1176,-6347,-2413
-6320,5268,-1147
6355,5735,1429
475,-2434,626
-38,6943,422
5093,309,183
-5704,3939,-1170
3011,-5336,-1685
5412,-7208,-2293
-3755,5661,-789
771,2953,86
-5819,-3892,-346
3149,-1105,-1918
5993,-7602,2505
-1747,4665,-547
-1837,-405,2240
6500,-2289,872
6671,4461,243
-2332,-7198,906
-1063,-3146,-1816
2247,5477,-773
5165,6274,762
2117,-382,-337
101,-6279,-1609
-2229,7130,-601
-1713,-3072,2174
6104,6106,1611
1466,-1616,-1162
-25,-6178,-1983
-536,4925,-1082
-6065,-3438,382
1672,-5323,-218
-3270,124,-505
-4012,3275,1241
-1197,1812,1616
-1385,-1306,-1548
-2151,-2942,1327
-4061,-5497,-939
-3136,-4389,-2298
-1527,3920,242
3867,-5872,306
-5533,-4245,-1086
-699,5441,-2467
-172,-3317,403
2392,5874,131
-3863,399,200
-3788,3588,-2284
4862,2032,1003
-4322,-2423,-2020
-4564,-2606,-1165
-6583,5086,-285
-4497,-6892,-2067
4218,-5955,-827
2883,-3787,1858
-4229,-3171,807
-5700,-4928,-2302
-5734,-6826,1018
-5116,2218,-29
-6158,3898,-1165
-4956,-2326,-2367
1641,-7643,-1792
-6808,-4552,-1350
4454,1189,1454
-4626,3789,-448
-5230,-857,1972
-3177,-5236,1205
2070,-3188,-1553
-244,-2590,1268
1617,5390,-2146
-6490,-4915,215
6529,772,891
5756,4667,-1452
-4618,-3348,201
-1724,3885,-150
5822,-7063,368
2931,593,134
3857,-6324,-34
3639,1137,322
6491,-7438,-1153
6041,-5240,-409
-1202,599,358
530,522,-27
997,2565,-828
2554,6376,-1158
1354,-441,-216
1053,-4177,-2125
-3891,-4894,1089
-6909,-5188,2134
-6154,-3779,-1205
1646,-3021,-1497
-1211,-4959,359
-2275,2509,-1838
89,-7001,1033
4513,-1684,1271
-2201,1521,-2384
5609,3500,-2234
-3277,4827,1302
-1888,5444,-838
2605,-7581,-329
-625,3286,157
-2227,1481,-545
828,7064,1408
5775,-6103,539
1168,3007,2485
6457,4001,2421
922,1208,-922
1722,-2494,-1329
6523,-4542,-881
-1259,5736,-1371
1209,4043,240
5724,-6038,1990
2021,-6720,1935
-1785,-1841,-1994
-4032,-6349,1848
-1860,-5951,-1730
-4511,-1615,-270
4858,-1542,-919
-3156,7299,977
3224,5336,-484
-718,-5786,378
-6338,1500,-2483
-4781,2818,-2467
3918,-6937,211
2562,5769,-2257
-4126,-5421,-563
-3723,-7240,-2230
-6100,-1974,-1529
1467,6021,60
-6074,-6028,1447
6331,7330,1865
-6677,1609,-949
-450,5027,-10
1371,-2606,-332
5171,4779,2396
-78,-3349,1389
532,5187,1533
-4185,1976,-614
6635,7467,212
4644,-6342,328
3206,-4923,2376
-4023,-6040,1552
-5391,7403,356
-5091,-5114,-811
3382,-1498,511
1137,-4284,-243
4301,-3381,696
2435,-4551,842
-47,-4918,-1194
-3104,6650,-1096
-4976,5483,316
6986,5158,-1475
3551,5316,2522
-3322,-222,-1521
3230,6817,334
-861,2041,1772
6612,-5992,-1352
1089,4594,-443
-1571,997,-1106
-2519,1737,2522
2036,-627,1240
1673,1264,-2278
-6094,6739,-1382
5418,-2417,165
6146,2590,-1329
-5051,4305,2232
2642,-4557,-2509
5317,4626,2373
6688,4940,725
-2797,-120,2451
1340,-6215,2540
3126,2915,250
360,-7457,279
2886,-7649,-902
-1818,-6269,1914
-4573,1441,1777
-4494,-2933,-2375
4951,-7383,-2235
3189,6661,-932
3248,7056,-1973
5124,7216,2443
-4779,2987,-598
-1097,2393,1360
-4133,-2748,-642
-4342,7465,-996
1065,220,-420
-3443,4198,1081
-5445,3868,-1163
-1284,-2172,-916
5405,1995,-2326
5751,-1335,-444
2288,1232,818
5226,3941,-702
5179,2184,-962
5864,-2069,1625
211,-3967,-1243
6381,-6160,-1334
-1573,-383,-341
-874,1414,-24
-936,-456,765
-3411,2078,-1312
-3419,-3833,297
3890,6709,508
-6108,2807,1975
1780,670,-1300
-6405,1497,-2447
-662,6877,-115
2105,1459,-1847
-743,4022,508
-3638,-4043,97
3323,-5591,-9
-2614,3694,-939
3561,6725,-1137
3159,-2683,-1852
3925,1047,672
2472,1708,-1701
4023,-5566,1579
-465,3194,483
-2373,-2535,997
-757,-4017,-2533
6229,-2228,701
1167,-3348,-983
-3811,-3656,-436
-3691,7344,1939
-4674,2035,328
4371,2345,-1889
-1822,-2631,797
-5993,3810,-2392
-6970,-96,1457
413,-536,490
6330,20,-1208
-5270,1818,740
-6086,-1957,-1869
73,2104,705
-5593,3742,1465
2807,-631,2447
-1793,-3661,-456
3156,2386,2179
-6467,4136,-2384
4168,1580,-2283
-2340,-1742,-1022
-820,1821,-1012
-6914,4558,-2239
-4748,6478,-1978
-6477,879,-1766
-1714,6794,1996
-5448,-97,-1497
6798,-3017,1285
-6580,-1809,-911
-6436,5397,2362
6363,-818,-1215
-776,-5540,-980
-4332,-2331,-1527
6560,-1505,606
5562,2088,1851
-5099,2896,1832
3225,254,555
2121,-2256,412
-5604,-744,1277
-2937,4924,2334
2811,6174,-961
-1806,-448,-200
-4515,-2345,43
1165,2790,-1563
1902,-5403,-2098
-1973,-6742,-217
-3139,-7588,1787
4075,-939,166
3816,-6026,2443
-4182,845,-499
6809,-6105,-1161
-4993,-7004,-198
