column_1,column_2,column_3
72,-263,-115
77,38,-51
-41,-79,38
136,212,-111
31,262,-16
-135,485,60
68,-739,33
75,-392,13
-127,-10,-138
-107,-376,44
-88,-654,-67
-14,-345,137
101,-470,-134
129,196,-97
-37,-215,70
-137,473,-82
53,-157,-64
43,-336,-123
-46,381,-96
108,-381,106
-27,-158,-96
63,-669,-144
62,789,-117
-2,-590,73
-66,-378,12
-75,-793,137
127,343,-31
-108,189,-139
-39,0,109
-109,282,88
1,-661,4
7,327,-140
-135,337,-55
-39,-286,89
12,300,-53
87,-79,-98
2,-587,128
68,-239,-98
133,-714,24
113,-613,-28
61,-655,139
-5,210,93
35,270,101
86,-499,-56
107,-329,112
-45,-650,142
-91,-451,-19
-4,-90,-34
104,-582,55
45,478,-61
-99,113,118
60,-703,144
-62,377,21
102,-644,73
120,28,-19
-121,-451,-126
-7,345,-46
47,-285,-34
-4,-140,-121
-18,690,76
0,599,-81
50,-751,76
-137,478,-132
32,649,-51
10,-134,77
-90,-78,-46
17,-9,-69
-131,501,52
100,430,-120
-69,571,32
-126,-439,15
-16,658,-122
-66,-785,-103
57,375,53
24,480,63
9,-696,-99
-96,445,-123
14,324,-55
-57,610,-25
120,281,101
112,-559,109
-35,-753,-78
103,293,143
-110,-111,85
134,-267,87
-79,-31,22
96,-52,-62
126,-186,31
79,799,-49
-35,-407,130
-57,-107,-59
-53,-327,44
136,17,79
-55,670,-114
-107,68,-22
-72,59,-67
12,-271,-39
-5,169,99
-32,200,14
7,475,-112
-123,491,73
60,251,-34
-109,209,127
20,-512,54
44,-165,-143
-119,-428,-117
-44,-389,70
-60,-118,92
72,-765,10
39,113,-34
-85,255,120
-26,-265,112
97,456,10
6,-271,133
-122,598,50
45,204,30
-124,615,0
-28,-579,64
-51,506,125
-25,-100,-69
-112,-62,-11
-33,-314,128
-25,-211,80
116,-303,-8
76,-491,-75
-137,-255,-17
41,-521,-2
-112,-614,68
-90,354,135
-90,791,139
-12,-796,26
-22,-411,11
-130,690,-4
132,76,-101
135,200,145
86,-334,-143
94,708,-9
-57,803,-89
-79,-531,-21
21,162,-65
-97,-251,-60
131,-14,83
28,-190,13
-117,442,-103
0,-86,-110
-70,737,60
128,-405,-89
113,-14,-128
-88,21,-139
-34,-494,-54
85,-728,83
112,-70,-101
29,158,-62
-108,316,-1
131,160,20
-39,413,-125
134,-650,54
136,-149,107
4,770,-37
-1,-553,-60
40,-239,76
-76,-1,-40
51,13,27
103,693,-124
19,356,136
-131,539,-134
-136,-480,104
-67,690,-36
50,-299,146
85,-192,-41
11,-398,106
39,66,138
116,-572,102
-129,-701,141
-125,-544,-60
62,-319,122
-29,526,-22
115,-118,-39
-32,79,113
-93,-26,55
-93,-57,125
16,185,-14
86,317,40
103,265,8
106,-798,-61
66,-761,39
-81,10,133
43,185,-104
-55,-489,-97
119,-301,73
-69,159,-93
-32,591,20
-84,787,-83
-59,-108,-47
31,559,74
-104,28,-8
86,-648,-94
14,-371,-71
25,518,95
118,-368,-51
-38,687,-84
-70,705,11
13,45,102
-16,-519,19
106,363,-117
-12,569,143
68,594,-13
18,-613,39
14,239,-19
104,752,-29
81,395,71
70,804,24
-39,-148,22
64,-797,-111
10,-545,141
-21,193,42
-29,-360,-108
-74,-415,76
-21,-27,89
103,500,95
-122,684,130
-115,690,78
108,-314,-73
-117,-278,2
-67,213,76
-43,141,-137
-68,-364,19
-61,-77,-3
35,413,46
137,-111,-52
-138,29,29
-2,-263,25
-106,-635,144
135,225,-86
81,365,-46
105,-725,124
129,135,28
-21,179,-89
-112,175,115
-34,-550,-139
28,-584,33
34,778,134
-19,38,104
24,-398,11
34,-119,-90
-136,-5,49
-123,-721,63
65,183,-32
-56,379,-130
36,728,73
125,344,-57
-107,352,3
-48,-756,113
70,-123,35
-26,160,31
-81,694,-109
-32,-519,106
-77,293,-49
5,-776,57
-86,488,-37
87,85,40
-87,487,40
93,743,38
-137,61,-105
16,354,-34
-123,-208,16
2,88,86
2,-217,24
-13,687,43
21,-67,60
-80,248,-92
3,124,81
-109,-461,19
118,56,-105
78,-442,144
-136,-503,75
-104,-145,70
-80,-397,31
-84,460,-22
-126,-740,9
-93,65,-58
17,-305,59
116,-141,94
101,-790,133
-91,-522,45
-80,555,96
65,692,60
-91,-242,-25
112,-697,39
58,-283,-109
33,-127,-70
-128,-597,-36
-98,-231,-129
12,-1,-135
-20,-498,146
33,545,71
82,-478,145
90,198,86
60,383,-3
-137,142,113
-34,-443,51
11,-24,44
-108,-622,-97
41,169,-107
2,227,51
98,-78,-13
15,427,34
61,112,-63
-98,487,-44
20,-263,-75
25,-581,144
-67,649,9
-25,-138,-10
129,-129,94
27,65,27
116,468,-101
-27,-618,145
2,-93,77
-74,-410,81
-127,-291,42
24,304,2
-66,690,85
138,-105,14
53,605,-111
134,-501,84
94,-740,7
6,-625,15
-64,138,-5
77,-722,50
126,581,-50
-36,-38,-28
106,749,88
-47,798,-71
-98,698,122
76,-752,86
-59,448,-58
89,627,106
109,0,-116
-40,-356,-34
-83,428,-51
104,-204,35
109,-761,61
110,170,-95
-11,-748,-23
-114,-524,-130
-87,-13,-90
-61,454,-36
-33,452,-140
135,-439,64
70,506,-1
76,583,124
88,513,139
-54,684,40
92,195,85
-10,389,26
-63,-104,35
5,157,-115
12,-290,-97
-54,512,77
111,605,130
-47,-774,80
87,-12,-37
136,195,98
95,523,110
71,548,26
-91,-637,-139
108,-315,115
-121,-41,45
-65,433,60
-44,743,14
93,471,-110
-109,90,18
130,380,-63
115,-603,-143
73,-681,-74
19,272,38
-88,-201,118
0,493,15
119,465,125
76,515,129
-68,788,11
29,391,10
29,-724,41
120,-189,36
31,136,31
37,591,114
-121,1,98
37,-496,-35
-111,-199,-8
-133,-121,45
2,-309,94
-129,503,114
132,-621,-116
91,790,-7
11,-618,-52
33,381,-125
29,679,-17
73,-306,30
-122,-35,137
58,166,-37
127,221,-30
92,684,39
72,356,31
-60,519,-78
62,304,53
105,747,16
-110,297,-12
-129,370,-55
59,-768,-106
-39,507,-102
61,217,-54
119,213,-113
-92,-283,-67
-13,-135,-107
-59,-348,-87
-16,579,-8
19,538,-130
138,421,114
-5,784,93
-116,-181,-52
-10,-736,69
-98,-757,-118
-56,-654,120
23,-231,123
-45,-243,-84
30,-755,-124
66,662,-2
108,553,60
133,17,-72
4,-113,120
98,-492,65
81,193,112
27,-531,-115
33,725,89
-120,-754,96
-96,-517,84
133,454,-56
-130,276,6
-50,-602,-75
-103,579,7
-106,551,117
59,690,19
-102,-486,2
37,-684,-6
133,-761,-58
-34,772,-124
29,552,133
-33,769,-20
-109,-42,131
-62,221,-137
125,-484,9
45,394,62
49,-307,6
13,395,-145
112,-450,106
86,164,92
-52,52,-45
-99,-246,-55
42,113,-42
-138,-119,56
-115,-439,-49
-40,-181,136
61,-681,25
33,717,110
-50,-66,-45
-22,337,-142
50,-173,0
28,-9,-72
-23,427,-71
-126,662,-75
-12,-516,104
54,103,-64
70,-500,-25
31,507,-114
23,126,58
-29,-635,2
-36,-680,57
-8,8,-132
-75,-423,37
50,-285,-101
-130,-10,24
112,612,108
39,-43,-33
-108,228,10
102,764,-141
43,606,-6
6,565,-94
