column_1,column_2,column_3,column_4
23,12,-10,5
41,8,30,17
-37,20,-31,4
-24,8,32,5
-15,15,1,17
22,13,28,-24
25,20,-22,28
9,6,-15,13
18,-20,4,14
-53,15,-11,21
8,29,9,-9
32,-28,5,-10
20,-13,-10,8
6,-11,0,6
-48,-6,12,-9
-53,14,16,22
-39,-3,0,22
-11,-13,24,-8
-35,30,24,3
-48,-14,-23,15
-1,-23,-1,23
53,6,1,-10
-31,-26,6,5
49,3,22,1
-32,-4,15,-17
-35,18,-28,14
-43,-13,-11,1
25,-6,7,18
50,29,-1,-23
-25,-9,-21,-3
-35,17,7,26
37,24,4,13
3,4,-2,-24
-38,-18,19,-14
-10,12,-6,-13
5,-24,-15,3
-41,27,-25,28
-28,-13,9,-27
-50,12,-19,22
-47,15,30,-4
-11,-28,-1,-13
-51,6,-17,5
-54,14,-31,1
35,5,15,-14
-30,30,25,-15
8,-24,-1,-18
-10,14,-21,6
37,8,-19,9
20,-17,28,-22
-30,-13,-31,-4
35,28,-5,14
-39,2,-15,14
4,16,5,12
15,-28,2,2
-45,26,17,-12
46,20,21,0
-37,-10,9,22
52,-21,16,24
-22,-19,-4,-8
14,15,-27,25
23,-7,-15,-12
-10,0,-20,7
33,-20,-31,-9
-10,-10,-16,-24
14,-21,-6,5
7,-20,22,4
-45,25,-24,-3
17,-8,-27,-27
4,-28,-22,-1
-12,-14,-4,21
17,16,11,-12
-11,12,-31,13
-14,21,5,-3
-37,-22,-16,24
-24,-25,5,5
22,15,1,-17
21,17,5,10
48,26,-3,16
-48,-12,-24,23
12,-22,-22,16
-40,3,9,20
19,25,-19,21
-18,1,28,20
6,-19,19,21
41,5,6,11
14,-11,7,-21
-48,8,20,5
-2,4,-31,-26
52,-11,-4,-21
31,-18,9,-15
52,-15,-19,6
-44,-30,3,13
3,-19,-11,-18
10,-7,-27,-6
-27,24,-1,-8
1,-28,2,9
6,5,-8,-9
-49,17,24,-21
-53,28,10,15
-47,-16,26,6
53,17,-20,-12
53,4,-17,-12
-31,19,28,-25
12,2,-11,25
-46,-11,7,6
17,-8,21,16
50,29,8,-4
-54,24,27,-12
52,2,-6,-23
39,-26,19,23
37,10,-14,20
53,11,29,4
16,22,6,15
-4,14,1,9
-8,-2,-6,-16
-14,-10,-8,23
31,4,26,4
-17,2,31,-22
22,13,2,-9
21,-20,-16,5
-36,-9,-12,-3
29,20,-23,-9
0,-13,17,1
-4,-18,12,-13
9,-1,-19,-23
51,23,1,25
-10,-9,-8,-24
-41,-9,15,20
25,4,-25,23
20,16,9,12
-1,-9,10,-15
21,10,-9,-27
32,-11,17,25
45,-13,-27,-15
-4,-25,-27,-16
-47,28,-21,-22
-12,4,24,-4
0,2,-30,-25
19,21,14,-7
-23,-12,-8,9
-53,8,16,24
52,22,0,0
-44,14,8,-3
11,-2,-6,17
26,15,1,-11
-50,-20,-10,16
-14,27,-19,-10
1,16,22,-15
40,-29,-20,25
-44,9,-10,-5
-4,15,7,-22
30,-11,-32,-11
-40,-20,-11,-13
-40,-15,30,-11
-7,-24,21,-15
36,13,-15,-22
23,-2,-8,2
-12,-17,-7,16
-12,-29,-12,18
16,8,-31,-23
36,-20,22,14
-54,-29,17,-10
25,4,22,12
-4,22,0,7
7,-2,-20,-12
51,17,-28,-11
-9,-3,-13,26
-8,18,10,-13
-23,3,20,6
-30,-30,5,25
-25,-23,28,17
-49,-29,-2,24
15,5,-4,-14
54,-26,-29,-26
-32,2,7,15
-19,30,30,-28
9,-1,1,-11
18,29,-1,-12
18,-25,4,-18
51,7,-27,16
16,-13,-28,15
30,-2,25,-20
26,-4,23,16
-20,31,0,15
-21,11,-3,6
-19,20,-12,-23
-27,20,-6,9
5,30,24,24
45,-30,11,-18
35,-1,-26,4
-42,-4,20,26
16,-14,7,2
22,-26,-2,26
-19,17,-2,-9
-48,1,2,20
-44,-24,4,-2
17,10,-11,-16
-53,-13,9,-12
-14,14,30,-19
-49,-3,27,9
28,-29,16,19
24,26,-19,0
30,17,16,-20
26,28,-18,-24
-9,-28,-20,-21
-39,25,-27,-8
31,-3,-4,-14
39,-25,-32,25
-9,16,-18,0
25,0,2,27
-4,-6,29,26
-10,-29,9,-13
-17,-2,-9,-8
19,13,-17,19
-3,15,22,-17
-19,19,-3,-26
13,-13,-4,14
-18,25,31,-3
-14,-27,25,27
-51,27,8,9
-23,30,-2,-13
-38,-14,15,22
-37,0,-23,12
-51,20,-25,-6
47,-9,-2,-20
-19,19,16,-9
10,-1,29,2
32,-29,-27,9
46,1,13,26
52,12,24,-18
-40,4,-19,14
44,29,-25,-15
11,14,-13,-12
42,21,12,-5
-38,-25,-2,20
13,-2,-12,10
31,-3,-28,17
37,-1,27,25
-12,20,-14,0
17,-4,-10,16
-35,-14,-16,10
-53,-15,3,-14
-8,16,3,-17
13,22,3,-9
21,-25,-9,-1
0,-28,23,-11
-35,13,16,3
-24,6,13,10
50,21,24,-13
-2,-22,-16,28
23,6,-5,3
9,6,-6,24
-25,9,-13,12
-44,25,-24,2
48,29,31,3
36,-27,-16,14
19,5,18,2
-16,-6,-21,-8
-40,15,26,-8
-5,-30,26,-14
30,-13,28,-12
-3,9,11,-19
35,-14,5,9
-47,-16,20,24
3,30,-3,22
41,10,-21,-27
36,16,-2,-12
0,30,-20,9
51,-27,-15,22
-9,25,26,-24
26,-12,-28,-24
46,-1,6,22
-24,3,-23,-22
-35,20,-3,-24
-30,27,-13,-13
51,11,14,18
29,20,19,-20
-22,30,1,-27
0,25,16,-10
22,11,4,-10
-43,9,0,9
25,21,28,-6
43,-23,-29,-20
-26,-31,20,-4
-28,-14,16,-17
4,-18,30,12
40,21,-25,-15
34,-28,-5,8
-7,17,-8,24
6,-16,22,-17
-39,29,2,-7
-51,30,24,16
-13,-12,-24,-3
15,3,18,-21
30,23,-10,21
-8,-3,14,-17
47,-17,-13,-9
-13,5,10,1
42,-15,17,11
-10,-28,15,-19
-38,30,-28,-1
-47,28,-13,-24
20,-12,-27,-15
28,7,-21,1
1,-12,29,-22
-5,-11,-13,-18
-14,-20,-23,14
-6,16,-17,-12
4,21,16,9
44,-29,-25,6
-5,-17,-13,28
-18,-6,-2,-8
-4,8,28,-8
20,11,-5,-8
1,-14,-10,-5
3,13,-28,-12
-24,-21,7,-19
-32,16,-18,27
13,19,-30,6
36,22,26,-15
36,31,-9,-23
6,-13,20,17
-40,-25,19,17
-13,-24,29,4
44,5,4,1
-43,19,25,-19
36,11,-7,-25
-2,2,-27,4
-33,13,-6,15
-39,-26,-8,2
-14,-19,-23,-19
28,-13,-19,-12
30,11,0,1
-31,28,-6,2
4,28,21,-22
-43,25,26,10
47,-4,-25,25
-54,-1,18,12
23,9,29,25
40,-24,-28,17
5,-1,-31,-12
-13,13,23,0
26,15,7,-18
52,10,-15,0
6,16,-9,24
-21,-15,27,9
2,-10,4,19
31,-4,-21,-11
5,0,-23,-11
-31,-18,24,-20
2,28,6,6
-33,28,-21,23
15,20,28,23
0,6,-10,-3
9,18,-2,14
2,-8,-22,-4
-6,-9,9,-25
-38,-16,25,-17
-19,-8,-31,26
36,-23,-13,-6
22,-21,11,10
23,27,-3,17
16,5,-21,23
4,-8,-25,9
25,-2,-29,11
-30,-29,-5,1
45,11,-29,20
1,7,0,8
-7,22,3,-6
34,-11,6,-3
-11,-18,20,4
-46,10,18,-22
-14,-7,28,-9
-20,10,-8,15
32,-7,4,-28
-52,27,0,2
9,25,8,1
-17,-21,14,-17
45,18,15,15
32,3,-12,26
-21,14,16,23
5,16,-9,2
-36,-8,-16,-16
-12,23,-16,-24
-53,22,-27,24
16,8,26,14
0,-7,-6,24
46,25,12,1
0,18,16,-26
1,-20,4,27
-49,-4,24,-11
-27,24,-6,-20
-7,27,9,-2
-37,-19,12,26
-50,-12,-20,-17
-43,18,-1,25
8,-26,11,-12
-6,3,30,11
-46,-26,28,10
7,23,12,-11
32,22,18,-16
-36,6,-6,6
20,-7,-3,5
15,15,-9,24
18,15,-28,-23
44,28,-28,-22
6,21,27,-2
-32,-30,8,16
-14,-26,-23,-28
41,23,26,24
45,-16,29,9
10,11,-5,1
-20,12,-23,-14
31,-9,5,-4
47,-22,27,-3
2,-5,21,25
43,-27,6,-19
-53,24,14,11
-47,31,-23,24
27,-10,-22,-15
34,15,-26,-20
30,15,-29,25
-6,8,-25,-1
-52,-18,-17,-9
-53,-5,11,3
-31,12,16,-15
-48,5,27,24
8,10,19,-24
-20,-24,-23,16
-25,-7,-24,-9
17,-18,18,-9
-38,-19,17,-20
11,7,-25,17
-22,4,21,13
35,13,-1,-1
22,13,-30,2
-35,19,-23,26
23,6,14,-12
-35,-10,-11,11
48,-6,26,-9
53,-30,25,19
-22,-22,-20,-8
-33,3,9,24
48,-22,5,1
46,8,-6,3
-30,-19,16,-16
29,-10,-5,-12
-42,-10,3,21
-22,-18,-20,19
-20,-23,-29,17
39,22,-9,1
-30,-25,30,23
-8,5,23,-1
18,-12,-7,-5
-4,-16,-13,27
-23,-16,-17,-15
41,-3,10,-9
-24,8,25,0
10,9,-19,-27
-11,-15,-10,-9
29,-9,13,11
14,-7,7,-25
-9,7,-22,-27
24,-21,-5,5
-40,17,23,5
31,-29,19,-22
-31,24,-13,-27
50,-29,15,-4
19,-26,-17,-4
23,-29,16,-24
-14,-27,9,25
-48,3,23,-6
8,-26,-26,-13
4,-9,7,17
29,-4,27,4
17,-19,-19,-26
-44,-15,-2,10
-32,5,-10,13
-31,16,9,-18
-22,21,13,9
40,5,-2,13
0,25,-17,9
43,23,30,-8
-17,-27,15,19
44,26,-9,21
-45,-15,-21,3
31,24,17,26
27,-9,-16,-23
48,-19,-15,26
-15,19,-7,21
54,1,-12,24
15,-14,-5,9
-17,29,-12,-4
43,15,17,-18
17,-3,27,3
-16,-28,-30,25
12,4,7,19
23,6,14,-27
-24,22,14,-23
-41,18,-27,10
-53,-10,29,5
26,8,21,1
13,-2,-16,-3
-17,26,32,19
-33,14,23,-25
41,-25,-26,1
-29,2,8,12
37,1,-11,-12
40,8,-1,-22
20,12,-2,11
37,-9,-20,-17
-28,4,-3,8
4,30,-22,9
-17,-27,17,15
-18,16,20,-13
52,-5,9,27
-12,-24,-20,-1
20,-10,-32,-17
42,-4,29,8
38,-13,-7,1
43,-12,-13,-16
4,30,-12,-9
32,10,6,-5
-45,2,10,1
-18,9,27,6
-52,8,-9,26
49,-26,-7,4
24,-5,-5,-9
-15,-22,-7,-16
-26,28,-6,14
38,-24,21,-14
-38,15,14,-20
-46,16,15,5
-24,-28,-29,-3
-12,-5,30,-27
-26,-9,9,11
17,-14,-20,25
-7,18,21,-6
1,-30,12,-10
-52,-15,3,27
-18,1,-14,15
21,7,-28,16
-39,-22,-6,10
-29,4,-20,-25
-53,-30,-5,-14
-41,-27,9,18
-37,13,25,10
-22,31,10,-1
-28,-28,8,-9
30,27,12,-10
50,30,6,24
-36,-2,-12,27
-29,-1,-1,2
30,9,-16,-24
8,1,2,23
-36,-17,10,-19
-4,-1,-18,-24
0,-21,-1,-13
-2,13,-22,-9
30,1,26,-27
-24,16,-26,25
-19,8,25,27
-51,-16,-18,15
42,16,-22,-8
41,26,16,25
-6,-19,-11,1
29,-2,24,-19
-37,-23,-8,-9
39,19,20,-6
38,-17,30,6
26,21,-4,25
39,-27,-1,0
-32,-23,-9,-19
-23,6,14,27
-50,7,-3,-19
-2,18,-29,-12
44,27,10,-7
-39,7,-10,-20
25,28,8,0
0,22,-17,7
-45,9,22,-12
-38,5,9,0
21,-7,6,12
-45,-23,-16,1
29,-24,28,25
28,13,20,27
-35,23,-7,-23
-37,-20,-5,-24
-4,9,-5,10
30,21,31,7
-21,19,30,-19
28,-13,25,10
42,21,-28,-12
7,13,-14,16
-35,-19,6,-21
53,-10,-16,12
-49,-15,14,-23
8,-9,-14,-12
32,26,-1,23
31,22,-4,-20
-42,31,-17,4
-9,0,-8,-27
47,-11,8,-23
-1,-19,8,-20
46,-8,12,-20
36,-15,-10,8
20,17,-19,27
39,24,-30,-11
-2,-3,-24,-18
25,-10,28,10
4,10,24,-20
-32,-23,3,-15
-15,-26,9,11
-13,23,-22,-10
5,21,31,26
41,-28,26,8
6,-20,-29,10
-45,0,13,10
-5,-5,-2,13
-15,30,3,-16
45,-11,10,-18
1,10,-4,-5
44,-20,4,-12
-24,-8,-4,-24
-26,-5,-11,-22
29,-10,-27,-1
-27,-11,31,-16
39,-3,15,28
-16,-3,-17,0
-18,18,-15,-23
9,-11,13,-27
43,2,12,17
-43,-11,31,-27
24,6,-12,3
-16,25,-18,-27
-23,28,27,-8
-13,-29,9,27
-36,10,18,19
-17,1,-6,2
34,-14,6,-3
-37,-5,-8,9
-28,17,-26,22
-48,20,0,-13
-41,4,-25,18
-38,-17,-6,-12
11,9,-24,20
-5,-24,-14,-23
-53,12,18,-12
1,-24,15,-15
-33,2,-26,-22
0,-25,5,-9
10,11,5,-21
-40,1,30,25
49,14,12,-6
-12,1,10,-25
32,13,21,-14
18,27,5,19
8,8,19,14
-42,21,9,9
-18,3,-13,-16
-23,8,-11,-5
-49,3,-11,5
10,6,10,-1
-32,10,-19,15
37,-17,29,15
-32,-2,-30,-20
27,16,28,25
-15,16,25,-5
-32,-25,19,18
35,-20,13,-15
0,-24,10,-24
23,7,-27,22
-49,19,7,11
-35,0,14,-4
38,-6,19,10
9,29,29,-6
-21,4,9,24
-43,-13,0,-18
-14,-30,19,-9
26,28,-18,11
-44,16,-9,-10
-26,-17,19,-2
-40,-5,-2,-19
0,-27,-19,-9
-4,-23,-14,-11
-6,-22,-22,-28
-21,20,-2,13
1,-6,28,-23
31,-25,-10,6
29,20,-24,-6
8,28,23,12
1,-17,-6,-10
20,-19,12,26
-6,3,-11,-25
38,-25,-2,-9
-15,22,-13,-12
-25,-20,-2,-2
2,-11,-5,4
-31,-15,13,9
-22,-13,1,20
-22,-13,-4,-9
-6,-11,16,10
-4,12,25,-15
24,22,-25,20
9,-14,-14,17
-45,5,-3,-20
11,-2,-19,6
-19,-17,29,-10
12,4,29,-9
31,12,-11,-9
-5,28,-26,-18
54,5,-26,5
-26,-12,-4,18
-4,26,-30,-3
-22,23,29,9
0,1,31,18
-39,8,29,-12
14,11,31,-4
-43,-29,-15,5
22,-7,1,5
50,-29,-17,-27
-21,21,23,-19
5,19,14,4
1,27,-13,-9
18,18,-20,-6
-40,-23,-1,-22
-18,-13,-26,20
-52,-2,-4,-24
14,2,24,12
2,6,12,-20
21,-20,-20,-28
-12,-21,-28,-11
21,-14,-24,-8
-31,-24,-4,-6
-10,-30,10,-3
14,28,-3,18
26,6,-6,0
-27,-5,5,1
-41,-7,-24,-11
4,-5,10,-8
-12,26,18,-14
-29,-27,7,-10
-41,11,2,15
-17,15,-28,15
18,-21,-28,-10
5,19,-18,-10
48,-22,18,25
36,-10,23,-5
-27,-4,-14,3
-28,7,-26,-22
-34,0,18,-13
-21,-8,-5,-18
36,2,-5,28
18,-17,-15,-5
27,14,16,-3
-50,15,-14,9
50,3,9,17
6,-6,-16,-18
36,7,30,-24
40,-6,23,-7
-48,-9,22,-17
45,-26,-19,15
-46,-1,-23,-23
37,11,25,-27
-25,10,5,21
-22,-4,2,5
16,27,-7,-12
14,-25,14,-20
-52,6,-1,-14
40,21,-6,-6
-45,-25,-1,19
38,-18,22,25
38,-17,-7,-24
42,-24,5,-24
29,-18,6,6
35,-11,-7,6
-53,29,14,-9
38,21,-2,18
-13,5,-6,12
-11,8,10,-5
-51,-30,24,-20
-51,8,10,4
33,-7,-11,6
38,22,-5,2
41,21,-30,7
47,-13,-22,-26
-23,31,23,-1
16,26,17,-27
2,29,-18,16
50,27,-25,-23
-25,1,-26,18
21,20,-8,6
15,-9,-32,9
19,5,-15,-26
-46,-14,14,21
1,11,22,13
-7,14,27,-16
11,-30,24,14
-40,31,-6,-21
43,-1,12,-26
38,18,2,-1
-43,-31,29,-5
-3,1,11,-21
-31,16,-7,-19
-6,20,-15,-20
2,21,21,-21
-44,19,13,16
6,-20,30,-1
6,-3,9,-18
-29,6,-9,-14
19,-30,12,-11
11,-14,-27,15
-31,-11,-12,-22
50,-19,-3,0
-52,-21,19,-10
-46,-28,12,-14
29,-16,-12,-5
-37,-15,-7,17
-8,18,5,-18
-18,-25,-22,-20
-23,-13,-28,4
19,2,-12,-10
-53,-25,19,20
8,-20,-30,-6
46,11,25,21
16,-8,-26,15
-24,-24,20,9
13,-22,4,7
-25,-15,-19,18
-11,23,-4,9
51,3,-8,8
-11,-14,-31,25
41,-13,29,-8
-48,9,28,-17
11,24,16,-10
49,-3,-4,-9
25,27,-26,14
-4,0,22,8
-41,-22,-16,-19
45,19,27,4
17,19,24,-4
-46,7,5,7
6,12,-20,-19
-30,-18,-13,3
48,-23,-30,-6
52,-4,-29,3
44,21,-21,24
9,12,-7,20
-24,15,-24,-18
-53,1,-23,-9
-24,22,-18,18
-28,-8,28,-16
-19,30,-6,-24
-1,-9,-9,20
31,17,0,-12
-44,20,24,7
-12,28,4,6
45,-1,24,25
24,20,27,-12
-42,-15,20,-15
