column_1,column_2,column_3,column_4
124,91,135,64
18,-259,-42,-66
-124,282,-125,-59
-82,-190,-144,566
181,-223,-42,-124
108,-177,31,-42
-173,-165,-126,-594
80,15,105,456
-214,-33,-105,369
297,-192,67,307
-296,-46,16,-378
245,-259,76,-600
-109,129,-154,-729
-199,17,-81,-376
242,242,111,-463
-153,41,164,-44
1,-292,-141,-80
-37,-23,-15,-622
-205,282,22,-672
-25,79,136,-304
-267,32,-110,-329
-312,-186,-21,-106
215,-164,-54,-599
212,-114,5,135
-57,-237,97,498
-77,189,-118,-461
199,-3,50,-167
330,244,-120,578
-79,-207,61,78
-97,260,-25,-27
143,-29,-46,-519
197,-276,-157,479
27,-222,95,-195
-269,191,24,-564
151,-276,-153,-466
-185,217,-45,-90
-71,65,160,-303
134,-73,63,129
21,-10,52,86
-113,-13,61,-373
-99,106,-90,-561
88,-221,101,191
59,-246,47,-356
251,274,-140,-660
319,-225,-74,-354
-184,-38,-94,-285
226,57,-115,263
-72,-182,-81,-190
-275,27,0,595
98,-247,172,363
-126,32,90,679
-150,192,172,668
207,1,-28,-357
131,156,45,-678
107,-214,-56,-275
281,87,-47,499
-164,-275,-153,524
-135,231,101,-498
-33,-73,-23,-98
-27,-16,172,-275
-112,-56,126,-647
-95,-86,47,122
-266,97,-31,17
6,-195,-22,-63
-12,-253,150,-550
-198,-199,10,-254
146,26,50,-197
71,-116,-151,89
-79,-35,-171,64
164,154,-103,-246
176,-207,-104,-114
91,-31,-11,-684
11,-41,-32,-76
273,-3,100,-674
171,-100,-87,615
2,279,-155,645
248,158,4,-261
-225,-189,-119,-208
2,-96,-5,444
83,140,-155,-533
-196,229,77,327
-46,-236,-82,416
67,35,171,-675
120,24,172,664
146,253,-96,616
-249,185,53,156
205,215,-91,-387
-185,-229,41,-296
180,-149,-94,281
47,230,182,-435
250,-54,-90,91
145,267,129,-690
223,113,-64,475
-213,-2,137,57
-210,117,131,-450
47,-28,105,714
11,-42,30,-548
-114,172,-153,-211
-136,177,-98,10
272,-119,-36,694
292,-156,114,-553
-310,122,-161,-687
-17,275,109,-626
54,124,97,690
-305,30,79,462
-38,-275,-49,17
-32,-171,86,127
-262,-246,119,150
189,287,58,-124
-204,231,-147,-68
8,217,68,-144
-276,-213,-55,-678
285,-87,35,298
-115,8,-113,372
-105,101,31,426
-324,126,117,-302
-320,153,170,-528
267,-36,53,288
-217,-170,123,262
46,85,167,-733
322,-149,-119,-270
-191,136,88,-448
-192,87,-136,-627
-161,22,-105,-316
-299,256,-135,10
-31,182,65,657
-14,-176,165,733
252,252,-71,112
-160,104,134,-667
4,256,-64,387
126,-163,107,-544
93,105,114,719
-121,-265,44,-63
255,-61,-29,323
-281,89,-11,231
223,257,115,-311
157,0,43,231
164,-128,88,547
-151,197,86,445
320,-203,-136,-622
-88,-216,11,-578
-238,46,-76,-427
-261,-232,-75,-624
-15,217,67,148
-46,-50,20,-453
-274,-31,41,201
237,266,-170,179
-78,-32,56,-328
-65,-225,104,-565
-190,37,157,150
241,97,-100,-363
-271,-259,-142,-573
-298,-273,48,639
114,-68,86,-200
207,-238,-98,176
-268,-92,49,-571
268,105,-1,-63
80,-23,-148,264
61,-245,103,450
-216,-139,74,518
184,277,-146,514
-256,-204,-129,-714
-111,-191,-129,-499
-160,-211,73,599
-25,-238,99,647
150,226,-57,-638
-103,-83,-180,-473
35,224,3,648
27,212,-89,-438
194,-203,164,-221
-247,-247,-125,-216
-236,277,-88,-518
-262,-11,25,-708
-56,84,-166,642
89,-198,177,-557
-82,153,120,4
1,236,-98,-203
240,121,-86,-166
199,185,102,-700
-118,-250,19,-45
304,-281,-114,-625
-185,-58,112,-579
302,154,-26,-722
-89,27,101,-57
-215,-148,111,-206
107,263,-87,-295
-13,275,-88,675
-259,162,34,392
201,68,-37,-544
131,134,95,582
206,-71,-90,502
-218,-105,141,611
-251,92,-119,77
195,14,49,485
237,148,-59,-374
-110,195,3,430
50,-125,-34,-33
-135,-110,72,-683
252,-254,104,-517
172,-8,61,214
-208,-56,-147,-311
192,201,-123,658
289,-25,41,232
275,242,-73,278
-182,137,-80,-389
-8,-138,143,-137
-6,-236,31,-466
280,-148,125,-383
204,-289,4,-205
-101,-121,-12,-521
-30,-289,-30,397
-121,-91,-9,-306
-163,75,162,38
268,-26,100,-691
-138,-40,23,-192
-167,-155,122,-710
-122,-147,88,-354
-82,55,179,321
19,259,-164,-697
225,-279,-40,-26
-67,272,176,21
123,184,-1,-655
-249,-248,97,427
-133,-199,88,-524
187,290,-68,-435
-171,-97,-136,-76
115,219,-65,-39
-330,298,-159,-705
-298,208,-165,681
184,4,132,-449
-101,288,-21,190
-25,-113,163,54
6,-78,-126,-454
64,-34,68,-282
-215,276,15,506
243,-110,-81,-619
184,-244,-108,653
-205,58,-152,-283
-190,-145,140,-9
-294,102,-77,512
-278,-6,6,-151
-118,62,180,567
-46,159,165,241
-231,142,-120,497
-61,77,-147,273
-315,239,48,271
262,3,-180,-599
225,252,75,-103
132,-271,74,323
297,114,134,242
-100,-140,23,372
-104,-145,119,-59
-79,-67,160,37
-36,-117,-158,138
-3,14,40,-347
58,253,-142,-112
163,265,139,-243
-65,-268,-51,-342
257,207,-41,-496
250,-209,-101,-537
282,-62,113,-660
-292,-235,-81,507
16,-157,-93,116
318,105,-168,-388
145,-202,175,157
212,105,-73,155
-135,260,113,-718
-152,-131,-171,95
101,-287,-75,694
-37,-148,-93,569
-250,7,-35,-568
-178,189,105,-259
-126,-60,72,664
265,-97,12,421
-243,-166,118,577
-47,224,-44,670
326,87,-165,577
7,226,37,363
-56,-50,-9,199
71,227,-28,264
-294,94,-28,319
-50,-297,158,423
239,159,168,-153
240,-62,45,-299
123,152,-175,-506
206,184,-129,222
229,-52,-168,-111
-108,246,130,339
-332,-274,156,-693
221,31,135,203
239,-240,72,-458
-185,273,26,-423
-80,-29,-46,-626
217,188,-24,-49
-116,-228,-145,-23
291,267,43,-379
222,56,1,-412
179,66,93,-455
207,-180,-72,-225
254,21,-34,169
29,109,-144,451
-293,129,-167,-377
-200,127,-180,91
-147,-202,-22,99
-211,280,159,-132
69,-105,-5,433
203,-35,74,-283
252,-86,164,-354
270,179,168,-63
304,130,-5,-217
-207,95,123,-197
128,220,75,-546
294,22,172,22
160,-238,-160,-529
60,-271,148,-412
-132,286,163,73
-79,-77,-63,-323
-134,-249,-58,-565
-299,268,117,709
58,-288,54,132
330,-13,47,-50
-243,270,115,393
322,187,-180,3
-167,66,-1,-573
-279,-138,11,407
-224,221,-180,545
256,-98,-135,323
-133,293,151,460
171,-88,-159,409
16,-261,-115,317
273,-257,153,271
-204,-93,-135,411
-110,242,-23,-12
167,-21,108,346
-139,-236,137,-523
168,-194,147,-571
-329,167,-56,721
-129,-124,144,-598
34,-125,143,156
-194,-220,-72,334
-311,-145,20,120
99,190,88,498
-326,47,116,-712
-242,7,-90,-83
139,201,36,80
314,167,127,-638
3,214,-46,-691
-216,-47,92,429
-99,-173,81,-455
-31,-134,73,324
75,51,-20,-551
-200,-104,180,630
-159,-284,3,728
-256,-145,-107,399
-111,-182,-113,-60
-298,-99,116,693
-89,59,-62,474
-1,41,155,-24
-198,193,34,151
287,22,-88,229
11,15,60,-477
-148,272,-77,457
-240,-253,180,423
-55,180,-107,149
-186,-139,109,-407
-84,-42,75,-634
-40,-273,84,423
-8,195,28,-297
-20,-160,-65,421
317,-153,32,-253
-233,245,-92,-29
-193,-267,-17,-464
167,-253,-160,-532
-200,-168,-57,128
-263,-2,152,263
-145,-212,169,-650
-316,-164,-61,137
-117,243,-89,-137
326,-36,152,89
-122,123,93,-428
215,41,-8,50
225,167,148,89
-254,216,-126,-70
-228,-36,9,552
108,97,76,679
56,95,-28,-358
1,-261,83,-346
317,-60,-145,-175
-34,-181,-47,-542
-70,218,132,517
-141,104,122,-655
79,-276,-43,529
-10,113,-109,335
92,100,-84,-430
92,-220,-135,398
-76,-106,132,-621
78,90,128,-539
2,150,54,-247
304,78,-47,708
-1,0,-127,-246
-204,129,40,-426
250,-95,67,-166
-19,-270,69,-110
-305,-68,44,690
15,-6,-165,573
-66,-126,136,-253
-39,128,-163,-737
-274,112,163,-190
-191,258,117,-687
77,-278,101,-427
267,138,152,634
-30,-80,162,-399
-107,-158,67,712
312,277,145,-664
78,227,4,-714
242,-108,110,-413
-235,192,-154,355
-164,8,157,275
-109,-265,-5,-510
-91,32,-133,307
231,173,57,169
285,30,-159,-154
-204,217,-50,-622
77,-248,85,345
-255,-169,-49,714
40,224,-131,712
-73,-157,-16,299
307,143,-54,-279
330,45,-100,284
-29,171,-33,404
188,208,-50,-641
-223,72,-6,285
-299,-94,27,-578
-121,-216,-71,728
206,295,-41,596
36,3,21,284
202,-128,-56,-28
151,-80,-114,723
-242,-124,-105,525
-47,191,-32,535
-68,-151,73,245
310,-87,-93,-611
99,167,-86,-359
44,-79,-115,-545
-332,64,22,219
-269,18,-6,309
-51,-72,-168,-427
-252,-212,-51,223
269,-293,58,197
281,-265,169,-616
140,-110,-18,-607
-8,36,79,-528
92,6,-82,-116
-324,175,46,-720
25,144,-19,-271
228,238,-157,-497
331,-234,55,-6
143,-146,144,725
62,-36,-73,-43
266,241,30,595
19,-72,-121,616
167,200,-136,-465
161,-231,-124,-542
-223,-297,-104,509
-68,-33,-106,245
250,-256,7,476
-188,2,-162,678
159,205,24,215
-119,-123,-38,26
234,-218,-157,-308
62,54,-76,29
318,-135,123,-175
255,253,-14,-93
-128,-155,167,-83
244,184,-114,25
39,187,133,-358
-48,-153,-4,-611
41,207,-83,-295
-59,9,-167,657
-288,-224,16,710
28,-194,67,-474
-177,-168,-101,-273
-49,50,-154,630
215,253,3,-561
275,-277,-172,580
146,-252,158,337
293,296,-61,722
-72,-66,-76,722
-225,188,-10,232
10,-219,53,13
-302,141,125,-482
254,-175,58,442
-208,-121,-11,123
-331,-35,162,-135
312,262,135,-70
-143,214,-33,-723
252,-86,96,475
-213,83,45,-627
-168,175,53,318
-170,-200,90,481
47,228,146,-649
161,295,79,-539
-285,-199,-62,145
-222,-32,91,-631
-289,193,153,-443
-91,-214,76,231
220,-27,15,-199
-52,-86,46,709
117,126,20,616
165,-97,147,642
-302,-92,179,275
293,30,-108,16
-318,86,-142,610
-108,-242,-17,-686
-177,-109,59,16
-221,290,138,-693
9,292,168,18
100,-174,135,136
99,-66,31,-665
-158,296,-109,618
-65,-40,-91,-544
221,-129,-30,-269
-41,82,-142,-56
55,165,76,-662
233,166,-142,16
-178,0,-141,-207
-312,53,-59,-515
155,130,146,-112
304,-88,181,698
98,-53,-21,-294
13,166,82,1
22,35,-95,-140
-300,-128,145,531
-252,-181,-163,491
-53,-13,-44,598
162,-77,-14,177
103,-155,36,-491
-299,-25,-133,93
-6,236,-12,575
134,20,-158,629
108,-177,-133,-479
-42,-17,32,-465
-157,-33,98,136
67,-32,38,-708
57,-91,74,-166
-103,-81,69,-710
118,273,137,-547
-265,-137,98,-722
96,97,-70,103
-67,151,-143,270
-323,-8,45,-275
-101,101,-96,9
-246,174,111,711
-136,201,179,-671
111,-70,177,15
253,202,-59,-367
75,-274,-75,-260
51,295,-155,-73
256,-134,-106,92
-304,83,-109,615
46,215,5,-312
-309,116,127,-636
187,216,-31,-194
81,33,16,-619
-96,97,-95,-166
292,-17,-12,-425
211,82,-63,699
-25,209,-163,-141
146,175,24,-571
-258,110,-73,-353
-237,-69,-157,-92
61,-65,139,323
24,22,-65,-673
-203,285,-123,-398
-153,-236,-168,-194
15,261,12,-254
86,-217,-13,650
-191,-158,178,-464
-208,179,-40,463
187,-259,-130,420
-74,-162,137,-680
121,145,-13,479
49,-27,80,716
249,243,157,197
-76,-196,24,-64
-188,180,167,601
164,74,54,684
-144,-100,-174,-10
-73,28,-175,-16
-72,-82,-66,-579
302,192,141,-272
-104,-286,-92,135
283,-230,154,355
-63,74,-118,-628
-95,98,-152,644
206,-244,-49,27
-164,-271,-169,-169
-245,-269,-87,288
-163,-135,47,-690
-150,108,-147,-17
46,-132,160,-551
-158,55,-121,94
65,-9,-169,-449
30,185,-148,617
108,291,-24,557
-331,-196,-81,455
-196,226,141,-441
-31,229,-62,675
-183,29,62,49
-321,-50,145,111
-214,215,160,-339
-330,38,119,-188
-138,-146,61,-297
-230,245,-102,-463
257,233,31,-138
-30,294,-92,135
122,-109,28,586
-80,-134,-174,698
21,-292,-93,436
155,25,12,-637
94,-63,-174,121
-236,195,-137,-631
3,-263,-34,-54
-212,-49,12,-42
117,-66,127,481
33,62,30,-28
-100,-68,-82,163
231,-69,5,442
-57,-250,21,36
25,-92,45,343
-324,26,157,-260
90,-112,95,416
-306,43,-109,-55
-276,-148,152,-610
-106,27,-79,369
-185,281,56,391
-234,-286,-183,-686
289,-31,116,-234
26,-147,149,-176
-142,-48,-6,-182
229,76,136,417
228,-173,18,608
239,144,10,-189
-257,-246,-47,-394
-81,135,-56,-79
144,-93,110,2
-215,-6,-129,663
85,120,-115,-737
-233,-105,52,-623
-31,-107,11,0
-152,21,-91,700
308,-181,-104,313
-237,-45,28,-703
57,188,-15,-589
-102,-89,-106,-7
188,-218,-34,502
291,-202,-66,-291
-142,-203,-18,-93
-71,-292,135,-366
-208,81,49,-542
-217,230,47,32
-309,-147,107,250
251,74,107,247
259,-234,-183,509
-311,224,-55,-358
189,46,-48,-334
75,43,169,201
-249,-233,156,-470
-220,-22,-49,83
246,185,-151,220
165,-190,165,378
-275,55,108,-78
-168,196,-108,20
23,153,45,519
-187,57,-42,201
243,39,0,-578
23,-200,-128,-503
128,27,-52,498
234,1,-97,350
-307,-150,-177,382
259,267,23,738
-275,-279,2,465
-166,-289,-71,71
55,221,-93,668
-141,-82,69,-303
230,24,44,-565
-315,-184,-161,-522
159,-99,65,183
-84,83,135,-178
299,-171,-51,351
300,62,66,512
45,-212,86,-328
309,-104,100,-648
202,55,66,-337
46,-294,4,-735
-130,-139,16,402
-141,-163,-34,-440
-85,-1,92,308
-164,236,166,-89
-88,109,44,62
295,160,-162,479
39,-152,-140,250
86,-265,-173,-618
-191,153,60,-350
-17,74,76,464
228,294,34,-444
9,221,12,-566
-320,239,23,-324
-22,247,7,-165
-212,-162,-72,692
51,48,157,-228
-66,-199,127,-532
170,-16,13,283
217,97,153,-22
-247,207,82,400
59,-3,-86,434
-272,-274,149,-213
-269,-52,-179,-249
24,151,-16,259
307,209,-157,-572
-73,-157,45,-159
219,31,35,-296
253,-18,-35,695
-68,-190,-180,701
-43,268,-45,-122
-49,-142,-175,695
228,206,178,386
185,82,71,646
329,-20,-74,316
-218,88,69,-532
-219,188,37,-164
-239,206,-91,-220
-245,-163,44,270
31,154,63,-113
-322,-224,-109,-332
-176,36,76,-456
-9,164,-112,-122
124,120,-149,100
-133,-262,-136,-467
224,-11,-112,-15
16,146,-122,-492
-329,-208,-153,-528
-56,-229,25,-508
195,13,-90,-305
-60,-202,-182,81
-140,-199,-143,204
-315,-8,-111,121
277,-160,-156,705
187,95,134,255
-100,254,-24,144
-199,-153,-91,142
-325,-274,26,-708
-133,52,-175,9
144,-230,59,-384
-256,261,-173,403
-85,-81,177,612
33,243,173,-517
-225,-229,171,379
131,-207,-136,182
167,-14,96,-49
166,225,-74,-600
254,236,-159,-636
66,-24,-59,452
291,-110,124,286
3,247,-2,488
135,211,110,-192
-167,142,111,-358
-192,-29,89,135
92,-20,-183,-241
213,-277,-41,-486
168,-129,-19,-487
316,130,-1,-128
-332,-35,-59,708
-298,-120,-57,223
109,90,-132,100
68,-177,33,211
-262,18,143,349
115,140,-38,158
163,-293,-160,-53
56,-129,66,449
173,-197,-20,-379
193,275,-178,132
-64,-126,-123,511
-190,-231,3,-631
228,-169,-112,148
54,12,5,-574
-162,119,92,239
-323,52,-80,-548
-47,-43,-134,527
263,75,-12,-361
-134,142,-159,465
-43,-48,38,-386
61,-218,165,-560
-222,-108,-101,146
21,134,-178,688
-57,-123,159,-237
-254,-14,-39,480
295,-11,112,425
280,239,-146,47
-10,253,133,673
3,-23,92,-168
230,-287,154,-702
162,-48,-155,-721
-151,215,7,-515
-212,-190,146,68
47,-14,85,509
-148,47,34,-657
330,66,97,83
257,-75,-55,-600
240,-28,36,739
304,-100,-113,7
-323,249,-62,378
93,-210,64,-466
62,-93,132,319
-315,274,-147,403
114,60,-109,-492
73,-79,145,178
-179,201,141,348
47,189,-62,-735
209,-29,-17,171
203,-173,71,-704
209,-203,-71,126
146,60,-47,307
247,-170,42,-165
-184,20,6,511
-31,-31,2,-649
-14,276,96,240
150,-178,-173,-262
21,-189,-114,693
-66,179,21,-533
-186,233,-64,153
-54,-267,-174,533
-3,-121,79,-451
-130,-10,-55,140
-257,-54,-120,673
-176,-237,-81,-683
-52,13,112,514
77,78,-167,16
-10,197,-117,563
-243,-267,-153,-553
124,223,93,-648
291,268,180,260
70,164,-147,-323
24,-211,166,501
102,278,-150,681
220,-197,-124,231
-183,19,115,-530
-186,-18,-111,-238
107,-136,12,-706
254,197,-28,79
84,-42,-64,-319
21,44,-21,-123
-89,-98,-121,-93
27,74,168,599
-130,297,-102,-239
165,-53,22,598
190,275,-142,-56
97,-3,-44,245
-196,243,163,-376
311,98,88,-661
2,-199,131,-402
-49,148,-55,312
99,285,142,232
160,270,-122,-128
63,-162,102,8
-203,-261,-120,-293
17,-2,174,248
-246,-231,33,596
303,-262,-22,542
175,81,72,-473
43,128,85,386
-313,-87,-116,683
259,-289,153,-306
144,-288,-87,230
-157,-268,-144,-134
-320,261,-63,-103
186,-283,74,17
-194,-89,53,683
-215,280,-16,-542
